_id,産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
566,2,16,不動産業，物品賃貸業,2,13121,足立区,6339,8060,1898,2057,-1721,2096,1421,3817,517
567,2,17,学術研究，専門・技術サービス業,2,13121,足立区,4775,8930,1537,1198,-4155,1853,1249,6008,755
568,2,18,宿泊業，飲食サービス業,2,13121,足立区,11006,16102,1323,6020,-5096,3160,2050,8256,834
569,2,19,生活関連サービス業，娯楽業,2,13121,足立区,7315,9001,1531,3133,-1686,2334,1630,4020,787
570,2,20,教育，学習支援業,2,13121,足立区,8028,7756,425,2554,272,4918,2714,4646,1023
571,2,21,医療，福祉,2,13121,足立区,25363,23683,779,13478,1680,10704,6787,9024,1611
572,2,22,複合サービス事業,2,13121,足立区,1183,1175,1,587,8,583,373,575,47
573,2,23,サービス業（他に分類されないもの）,2,13121,足立区,14095,20202,1136,6475,-6107,5682,3789,11789,1302
574,2,24,公務（他に分類されるものを除く）,2,13121,足立区,5393,6029,30,1543,-636,3763,2586,4399,534
575,1,25,分類不能の産業,2,13121,足立区,37712,41387,2280,3291,-3675,1733,1028,5408,843
576,0,1,総数,2,13122,葛飾区,133396,195544,17796,47345,-62148,48036,27337,110184,17128
577,1,2,第1次産業,2,13122,葛飾区,372,405,204,106,-33,54,29,87,34
578,2,3,農業，林業,2,13122,葛飾区,371,401,203,106,-30,54,29,84,33
579,3,4,うち農業,2,13122,葛飾区,370,395,203,106,-25,53,28,78,33
580,2,5,漁業,2,13122,葛飾区,1,4,1,-,-3,-,-,3,1
581,1,6,第2次産業,2,13122,葛飾区,25827,36117,5588,9319,-10290,9815,5792,20105,4754
582,2,7,鉱業，採石業，砂利採取業,2,13122,葛飾区,7,24,1,2,-17,3,2,20,1
583,2,8,建設業,2,13122,葛飾区,9431,12280,2018,2996,-2849,3776,2328,6625,1398
584,2,9,製造業,2,13122,葛飾区,16389,23813,3569,6321,-7424,6036,3462,13460,3355
585,1,10,第3次産業,2,13122,葛飾区,87201,136738,10821,36352,-49537,37183,21045,86720,11897
586,2,11,電気・ガス・熱供給・水道業,2,13122,葛飾区,506,665,-,62,-159,437,275,596,110
587,2,12,情報通信業,2,13122,葛飾区,1353,11368,485,255,-10015,478,318,10493,873
588,2,13,運輸業，郵便業,2,13122,葛飾区,9111,11541,752,3214,-2430,4740,3018,7170,1620
589,2,14,卸売業，小売業,2,13122,葛飾区,19209,30170,2885,8324,-10961,7431,4214,18392,2700
590,2,15,金融業，保険業,2,13122,葛飾区,2421,5786,124,556,-3365,1675,1139,5040,542
591,2,16,不動産業，物品賃貸業,2,13122,葛飾区,4033,6155,1412,1251,-2122,1178,669,3300,413
592,2,17,学術研究，専門・技術サービス業,2,13122,葛飾区,3359,7115,1329,829,-3756,1098,668,4854,523
593,2,18,宿泊業，飲食サービス業,2,13122,葛飾区,7192,11969,938,3916,-4777,2034,906,6811,637
594,2,19,生活関連サービス業，娯楽業,2,13122,葛飾区,4681,6517,1011,1945,-1836,1557,810,3393,686
595,2,20,教育，学習支援業,2,13122,葛飾区,6117,6738,390,1974,-621,3676,1935,4297,992
596,2,21,医療，福祉,2,13122,葛飾区,17356,17648,618,8881,-292,7578,3886,7870,1313
597,2,22,複合サービス事業,2,13122,葛飾区,444,746,-,211,-302,226,114,528,40
598,2,23,サービス業（他に分類されないもの）,2,13122,葛飾区,7354,14820,843,3421,-7466,2587,1446,10053,966
599,2,24,公務（他に分類されるものを除く）,2,13122,葛飾区,4065,5500,34,1513,-1435,2488,1647,3923,482
600,1,25,分類不能の産業,2,13122,葛飾区,19996,22284,1183,1568,-2288,984,471,3272,443
601,0,1,総数,2,13123,江戸川区,199184,303120,24423,81036,-103936,62516,37850,166452,25234
602,1,2,第1次産業,2,13123,江戸川区,651,691,365,189,-40,92,56,132,51
603,2,3,農業，林業,2,13123,江戸川区,637,673,359,183,-36,91,56,127,48
604,3,4,うち農業,2,13123,江戸川区,631,662,357,181,-31,89,54,120,48
605,2,5,漁業,2,13123,江戸川区,14,18,6,6,-4,1,-,5,3
606,1,6,第2次産業,2,13123,江戸川区,36526,54245,7174,15361,-17719,12354,7817,30073,6110
607,2,7,鉱業，採石業，砂利採取業,2,13123,江戸川区,5,40,-,-,-35,5,3,40,2
608,2,8,建設業,2,13123,江戸川区,17960,22276,3514,7361,-4316,6043,3961,10359,2366
609,2,9,製造業,2,13123,江戸川区,18561,31929,3660,8000,-13368,6306,3853,19674,3742
610,1,10,第3次産業,2,13123,江戸川区,130914,213500,15338,62753,-82586,48703,29301,131289,18401
611,2,11,電気・ガス・熱供給・水道業,2,13123,江戸川区,332,781,1,62,-449,257,159,706,130
612,2,12,情報通信業,2,13123,江戸川区,4484,19738,776,898,-15254,2589,1652,17843,1281
613,2,13,運輸業，郵便業,2,13123,江戸川区,15534,21620,1155,7383,-6086,6262,3976,12348,2880
614,2,14,卸売業，小売業,2,13123,江戸川区,28976,47263,3727,14849,-18287,9571,5991,27858,3880
615,2,15,金融業，保険業,2,13123,江戸川区,3463,10429,228,983,-6966,2128,1407,9094,781
616,2,16,不動産業，物品賃貸業,2,13123,江戸川区,7308,10132,2380,2656,-2824,2026,1320,4850,669
617,2,17,学術研究，専門・技術サービス業,2,13123,江戸川区,5658,11404,1979,1545,-5746,1967,1265,7713,744
618,2,18,宿泊業，飲食サービス業,2,13123,江戸川区,10092,18299,1185,6305,-8207,2150,1255,10357,1313
619,2,19,生活関連サービス業，娯楽業,2,13123,江戸川区,7138,10461,1330,3514,-3323,2005,1210,5328,1426
620,2,20,教育，学習支援業,2,13123,江戸川区,8582,9029,459,3150,-447,4891,2405,5338,1253
621,2,21,医療，福祉,2,13123,江戸川区,20297,22562,768,11808,-2265,7440,3966,9705,1704
622,2,22,複合サービス事業,2,13123,江戸川区,874,986,2,452,-112,406,241,518,40
623,2,23,サービス業（他に分類されないもの）,2,13123,江戸川区,13305,24141,1321,7087,-10836,4268,2705,15104,1655
624,2,24,公務（他に分類されるものを除く）,2,13123,江戸川区,4871,6655,27,2061,-1784,2743,1749,4527,645
625,1,25,分類不能の産業,2,13123,江戸川区,31093,34684,1546,2733,-3591,1367,676,4958,672
626,0,1,総数,1,13200,市部,1460484,1838181,132545,487045,-377697,709140,204936,1086837,159800
627,1,2,第1次産業,1,13200,市部,13634,13964,8613,…,…,…,…,…,…
628,2,3,農業，林業,1,13200,市部,13616,13927,8605,…,…,…,…,…,…
629,3,4,うち農業,1,13200,市部,13455,13700,8571,…,…,…,…,…,…
630,2,5,漁業,1,13200,市部,18,37,8,…,…,…,…,…,…
631,1,6,第2次産業,1,13200,市部,248635,319855,26131,…,…,…,…,…,…
632,2,7,鉱業，採石業，砂利採取業,1,13200,市部,178,601,4,…,…,…,…,…,…
633,2,8,建設業,1,13200,市部,89852,110856,18152,…,…,…,…,…,…
634,2,9,製造業,1,13200,市部,158605,208398,7975,…,…,…,…,…,…
635,1,10,第3次産業,1,13200,市部,1049077,1344332,89100,…,…,…,…,…,…
636,2,11,電気・ガス・熱供給・水道業,1,13200,市部,4206,6069,13,…,…,…,…,…,…
637,2,12,情報通信業,1,13200,市部,56872,117345,7485,…,…,…,…,…,…
638,2,13,運輸業，郵便業,1,13200,市部,60777,77508,2180,…,…,…,…,…,…
639,2,14,卸売業，小売業,1,13200,市部,206869,259662,15945,…,…,…,…,…,…
640,2,15,金融業，保険業,1,13200,市部,35527,60834,1285,…,…,…,…,…,…
641,2,16,不動産業，物品賃貸業,1,13200,市部,41462,56205,12053,…,…,…,…,…,…
642,2,17,学術研究，専門・技術サービス業,1,13200,市部,59693,91410,19678,…,…,…,…,…,…
643,2,18,宿泊業，飲食サービス業,1,13200,市部,88024,98901,5217,…,…,…,…,…,…
644,2,19,生活関連サービス業，娯楽業,1,13200,市部,53721,63908,7343,…,…,…,…,…,…
645,2,20,教育，学習支援業,1,13200,市部,93957,104364,5561,…,…,…,…,…,…
646,2,21,医療，福祉,1,13200,市部,197861,208101,5453,…,…,…,…,…,…
647,2,22,複合サービス事業,1,13200,市部,7895,8616,8,…,…,…,…,…,…
648,2,23,サービス業（他に分類されないもの）,1,13200,市部,93807,127992,6591,…,…,…,…,…,…
649,2,24,公務（他に分類されるものを除く）,1,13200,市部,48406,63417,288,…,…,…,…,…,…
650,1,25,分類不能の産業,1,13200,市部,149138,160030,8701,…,…,…,…,…,…
651,0,1,総数,2,13201,八王子市,217711,247855,18048,105956,-30144,79234,28315,109378,19302
652,1,2,第1次産業,2,13201,八王子市,1577,1576,903,479,1,192,61,191,40
653,2,3,農業，林業,2,13201,八王子市,1569,1568,900,475,1,191,60,190,40
654,3,4,うち農業,2,13201,八王子市,1519,1528,892,454,-9,170,47,179,38
655,2,5,漁業,2,13201,八王子市,8,8,3,4,-,1,1,1,-
656,1,6,第2次産業,2,13201,八王子市,41935,48616,3981,20147,-6681,16827,6102,23508,6213
657,2,7,鉱業，採石業，砂利採取業,2,13201,八王子市,54,65,-,32,-11,19,7,30,7
658,2,8,建設業,2,13201,八王子市,14120,15940,2534,6449,-1820,4533,1849,6353,1268
659,2,9,製造業,2,13201,八王子市,27761,32611,1447,13666,-4850,12275,4246,17125,4938
660,1,10,第3次産業,2,13201,八王子市,156040,179322,11983,82096,-23282,59744,21240,83026,12589
661,2,11,電気・ガス・熱供給・水道業,2,13201,八王子市,687,854,1,223,-167,452,139,619,100
662,2,12,情報通信業,2,13201,八王子市,5064,11723,775,1438,-6659,2753,1197,9412,1087
663,2,13,運輸業，郵便業,2,13201,八王子市,10634,11693,326,5340,-1059,4728,1641,5787,1042
664,2,14,卸売業，小売業,2,13201,八王子市,33518,36786,2413,18126,-3268,12465,4850,15733,2663
665,2,15,金融業，保険業,2,13201,八王子市,3926,6480,179,1662,-2554,2036,658,4590,461
666,2,16,不動産業，物品賃貸業,2,13201,八王子市,5340,6892,1502,2253,-1552,1471,520,3023,462
667,2,17,学術研究，専門・技術サービス業,2,13201,八王子市,7312,10486,2247,2429,-3174,2519,938,5693,1042
668,2,18,宿泊業，飲食サービス業,2,13201,八王子市,15461,14812,777,9111,649,5369,2278,4720,651
669,2,19,生活関連サービス業，娯楽業,2,13201,八王子市,7683,8716,944,4246,-1033,2342,960,3375,561
670,2,20,教育，学習支援業,2,13201,八王子市,16424,14230,729,6464,2194,9144,3001,6950,1303
671,2,21,医療，福祉,2,13201,八王子市,28768,30094,826,19142,-1326,8527,2567,9853,1516
672,2,22,複合サービス事業,2,13201,八王子市,1269,1361,-,858,-92,402,105,494,39
673,2,23,サービス業（他に分類されないもの）,2,13201,八王子市,14425,18076,1193,8018,-3651,4889,1681,8540,1057
674,2,24,公務（他に分類されるものを除く）,2,13201,八王子市,5529,7119,71,2786,-1590,2647,705,4237,605
675,1,25,分類不能の産業,2,13201,八王子市,18159,18341,1181,3234,-182,2471,912,2653,460
676,0,1,総数,2,13202,立川市,98295,74695,5157,21610,23600,66558,12946,42958,3749
677,1,2,第1次産業,2,13202,立川市,712,673,466,126,39,117,10,78,8
678,2,3,農業，林業,2,13202,立川市,712,673,466,126,39,117,10,78,8
679,3,4,うち農業,2,13202,立川市,706,662,464,126,44,114,10,70,7
680,2,5,漁業,2,13202,立川市,-,-,-,-,-,-,-,-,-
681,1,6,第2次産業,2,13202,立川市,12942,12981,944,2628,-39,9023,2159,9062,1196
682,2,7,鉱業，採石業，砂利採取業,2,13202,立川市,8,13,-,1,-5,7,-,12,-
683,2,8,建設業,2,13202,立川市,6650,4547,632,1301,2103,4478,1225,2375,298
684,2,9,製造業,2,13202,立川市,6284,8421,312,1326,-2137,4538,934,6675,898
685,1,10,第3次産業,2,13202,立川市,78159,55127,3295,18198,23032,55771,10529,32739,2437
686,2,11,電気・ガス・熱供給・水道業,2,13202,立川市,1011,311,1,84,700,925,230,225,21
687,2,12,情報通信業,2,13202,立川市,5508,4065,223,599,1443,4644,1476,3201,300
688,2,13,運輸業，郵便業,2,13202,立川市,4345,3269,101,863,1076,3303,551,2227,193
689,2,14,卸売業，小売業,2,13202,立川市,15748,10492,619,3416,5256,11525,2358,6269,542
690,2,15,金融業，保険業,2,13202,立川市,5035,2048,51,480,2987,4481,980,1494,85
691,2,16,不動産業，物品賃貸業,2,13202,立川市,3384,2374,520,709,1010,2103,437,1093,80
692,2,17,学術研究，専門・技術サービス業,2,13202,立川市,4312,3342,644,640,970,2980,668,2010,219
693,2,18,宿泊業，飲食サービス業,2,13202,立川市,5904,4144,218,2037,1760,3560,380,1800,104
694,2,19,生活関連サービス業，娯楽業,2,13202,立川市,3983,2661,309,969,1322,2640,386,1318,116
695,2,20,教育，学習支援業,2,13202,立川市,4167,3801,184,868,366,3084,463,2718,235
696,2,21,医療，福祉,2,13202,立川市,9978,8397,188,3325,1581,6355,577,4774,210
697,2,22,複合サービス事業,2,13202,立川市,251,311,1,58,-60,185,13,245,8
698,2,23,サービス業（他に分類されないもの）,2,13202,立川市,8575,5926,223,2521,2649,5691,1029,3042,187
699,2,24,公務（他に分類されるものを除く）,2,13202,立川市,5958,3986,13,1629,1972,4295,981,2323,137
700,1,25,分類不能の産業,2,13202,立川市,6482,5914,452,658,568,1647,248,1079,108
701,0,1,総数,2,13203,武蔵野市,69897,66129,5775,12640,3768,46935,8629,43167,2964
702,1,2,第1次産業,2,13203,武蔵野市,229,231,123,59,-2,44,6,46,13
703,2,3,農業，林業,2,13203,武蔵野市,229,230,123,59,-1,44,6,45,13
704,3,4,うち農業,2,13203,武蔵野市,228,228,123,59,-,43,6,43,13
705,2,5,漁業,2,13203,武蔵野市,-,1,-,-,-1,-,-,1,-
706,1,6,第2次産業,2,13203,武蔵野市,6329,8087,535,946,-1758,4754,1081,6512,749
707,2,7,鉱業，採石業，砂利採取業,2,13203,武蔵野市,5,109,-,3,-104,-,-,104,4
708,2,8,建設業,2,13203,武蔵野市,2200,2391,308,377,-191,1462,410,1653,166
709,2,9,製造業,2,13203,武蔵野市,4124,5587,227,566,-1463,3292,671,4755,579
710,1,10,第3次産業,2,13203,武蔵野市,57435,51979,4747,11205,5456,40924,7312,35468,2145
711,2,11,電気・ガス・熱供給・水道業,2,13203,武蔵野市,192,279,-,18,-87,174,23,261,23
712,2,12,情報通信業,2,13203,武蔵野市,4773,6507,519,527,-1734,3684,1060,5418,252
713,2,13,運輸業，郵便業,2,13203,武蔵野市,1958,2056,106,277,-98,1536,223,1634,154
714,2,14,卸売業，小売業,2,13203,武蔵野市,12129,8218,593,2135,3911,9312,1798,5401,349
715,2,15,金融業，保険業,2,13203,武蔵野市,1998,3821,43,198,-1823,1737,300,3560,173
716,2,16,不動産業，物品賃貸業,2,13203,武蔵野市,3594,3064,1004,618,530,1926,342,1396,80
717,2,17,学術研究，専門・技術サービス業,2,13203,武蔵野市,3572,5140,1228,484,-1568,1802,366,3370,178
718,2,18,宿泊業，飲食サービス業,2,13203,武蔵野市,6945,3479,268,1571,3466,5057,1140,1591,73
719,2,19,生活関連サービス業，娯楽業,2,13203,武蔵野市,3128,2208,304,699,920,2082,293,1162,93
720,2,20,教育，学習支援業,2,13203,武蔵野市,5415,4403,232,939,1012,4215,785,3203,320
721,2,21,医療，福祉,2,13203,武蔵野市,7930,6448,234,2207,1482,5437,394,3955,255
722,2,22,複合サービス事業,2,13203,武蔵野市,169,205,-,39,-36,129,3,165,5
723,2,23,サービス業（他に分類されないもの）,2,13203,武蔵野市,3846,4148,212,1006,-302,2555,399,2857,109
724,2,24,公務（他に分類されるものを除く）,2,13203,武蔵野市,1786,2003,4,487,-217,1278,186,1495,81
725,1,25,分類不能の産業,2,13203,武蔵野市,5904,5832,370,430,72,1213,230,1141,57
726,0,1,総数,2,13204,三鷹市,75426,94138,6669,16630,-18712,32409,5598,51121,3165
727,1,2,第1次産業,2,13204,三鷹市,653,645,430,144,8,74,9,66,8
728,2,3,農業，林業,2,13204,三鷹市,653,643,430,144,10,74,9,64,8
729,3,4,うち農業,2,13204,三鷹市,650,637,428,144,13,73,9,60,7
730,2,5,漁業,2,13204,三鷹市,-,2,-,-,-2,-,-,2,-
731,1,6,第2次産業,2,13204,三鷹市,8481,11060,1005,1945,-2579,5233,1121,7812,858
732,2,7,鉱業，採石業，砂利採取業,2,13204,三鷹市,2,26,1,-,-24,1,-,25,-
733,2,8,建設業,2,13204,三鷹市,3519,3976,675,723,-457,1919,544,2376,234
734,2,9,製造業,2,13204,三鷹市,4960,7058,329,1222,-2098,3313,577,5411,624
735,1,10,第3次産業,2,13204,三鷹市,45540,61132,4771,13445,-15592,26404,4368,41996,2207
736,2,11,電気・ガス・熱供給・水道業,2,13204,三鷹市,96,242,1,12,-146,82,19,228,26
737,2,12,情報通信業,2,13204,三鷹市,3923,6964,467,463,-3041,2921,981,5962,258
738,2,13,運輸業，郵便業,2,13204,三鷹市,4040,3043,204,962,997,2789,378,1792,143
739,2,14,卸売業，小売業,2,13204,三鷹市,6693,10770,721,2345,-4077,3481,582,7558,410
740,2,15,金融業，保険業,2,13204,三鷹市,1889,3852,65,332,-1963,1403,246,3366,168
741,2,16,不動産業，物品賃貸業,2,13204,三鷹市,1928,2888,784,423,-960,660,127,1620,81
742,2,17,学術研究，専門・技術サービス業,2,13204,三鷹市,3535,5168,1129,593,-1633,1762,358,3395,185
743,2,18,宿泊業，飲食サービス業,2,13204,三鷹市,3015,4202,228,1301,-1187,1408,269,2595,94
744,2,19,生活関連サービス業，娯楽業,2,13204,三鷹市,1688,2592,339,546,-904,749,117,1653,90
745,2,20,教育，学習支援業,2,13204,三鷹市,3530,4927,269,985,-1397,2229,332,3626,293
746,2,21,医療，福祉,2,13204,三鷹市,9221,8608,263,3525,613,5361,420,4748,206
747,2,22,複合サービス事業,2,13204,三鷹市,220,242,-,65,-22,153,5,175,8
748,2,23,サービス業（他に分類されないもの）,2,13204,三鷹市,4251,5672,292,1457,-1421,2357,408,3778,180
749,2,24,公務（他に分類されるものを除く）,2,13204,三鷹市,1511,1962,9,436,-451,1049,126,1500,65
750,1,25,分類不能の産業,2,13204,三鷹市,20752,21301,463,1096,-549,698,100,1247,92
751,0,1,総数,2,13205,青梅市,50092,59533,4552,22681,-9441,19695,5137,29136,3599
752,1,2,第1次産業,2,13205,青梅市,588,636,397,126,-48,64,19,112,11
753,2,3,農業，林業,2,13205,青梅市,588,634,397,126,-46,64,19,110,11
754,3,4,うち農業,2,13205,青梅市,547,573,393,106,-26,48,11,74,6
755,2,5,漁業,2,13205,青梅市,-,2,-,-,-2,-,-,2,-
756,1,6,第2次産業,2,13205,青梅市,13646,15629,1217,5624,-1983,6622,1834,8605,1485
757,2,7,鉱業，採石業，砂利採取業,2,13205,青梅市,65,63,-,30,2,35,11,33,2
758,2,8,建設業,2,13205,青梅市,3118,3745,726,1332,-627,975,252,1602,247
759,2,9,製造業,2,13205,青梅市,10463,11821,491,4262,-1358,5612,1571,6970,1236
760,1,10,第3次産業,2,13205,青梅市,32299,39469,2754,16514,-7170,12690,3217,19860,2039
761,2,11,電気・ガス・熱供給・水道業,2,13205,青梅市,245,284,-,91,-39,151,19,190,11
762,2,12,情報通信業,2,13205,青梅市,813,1656,111,222,-843,471,142,1314,133
763,2,13,運輸業，郵便業,2,13205,青梅市,1879,2934,78,782,-1055,975,269,2030,371
764,2,14,卸売業，小売業,2,13205,青梅市,6324,8073,743,3411,-1749,2098,538,3847,443
765,2,15,金融業，保険業,2,13205,青梅市,716,997,23,269,-281,413,89,694,45
766,2,16,不動産業，物品賃貸業,2,13205,青梅市,765,1143,241,341,-378,169,28,547,49
767,2,17,学術研究，専門・技術サービス業,2,13205,青梅市,1584,1802,396,476,-218,700,193,918,105
768,2,18,宿泊業，飲食サービス業,2,13205,青梅市,2376,3104,300,1506,-728,546,116,1274,112
769,2,19,生活関連サービス業，娯楽業,2,13205,青梅市,1932,2319,294,1060,-387,550,124,937,110
770,2,20,教育，学習支援業,2,13205,青梅市,1732,2189,115,743,-457,862,119,1319,132
771,2,21,医療，福祉,2,13205,青梅市,9254,8750,178,5115,504,3898,1252,3394,285
772,2,22,複合サービス事業,2,13205,青梅市,403,466,-,260,-63,142,13,205,6
773,2,23,サービス業（他に分類されないもの）,2,13205,青梅市,2696,3923,260,1476,-1227,916,200,2143,183
774,2,24,公務（他に分類されるものを除く）,2,13205,青梅市,1580,1829,15,762,-249,799,115,1048,54
775,1,25,分類不能の産業,2,13205,青梅市,3559,3799,184,417,-240,319,67,559,64
776,0,1,総数,2,13206,府中市,113440,123572,8201,39977,-10132,58020,15783,68152,7429
777,1,2,第1次産業,2,13206,府中市,772,770,431,220,2,119,19,117,20
778,2,3,農業，林業,2,13206,府中市,769,766,428,220,3,119,19,116,19
779,3,4,うち農業,2,13206,府中市,768,763,428,220,5,118,18,113,18
780,2,5,漁業,2,13206,府中市,3,4,3,-,-1,-,-,1,1
781,1,6,第2次産業,2,13206,府中市,23041,21118,1616,6825,1923,14088,4705,12165,2405
782,2,7,鉱業，採石業，砂利採取業,2,13206,府中市,1,27,-,1,-26,-,-,26,3
783,2,8,建設業,2,13206,府中市,6875,7769,1198,2187,-894,3129,938,4023,546
784,2,9,製造業,2,13206,府中市,16165,13322,418,4637,2843,10959,3767,8116,1856
785,1,10,第3次産業,2,13206,府中市,81148,92522,5580,31787,-11374,42536,10729,53910,4802
786,2,11,電気・ガス・熱供給・水道業,2,13206,府中市,199,343,-,32,-144,165,35,309,39
787,2,12,情報通信業,2,13206,府中市,11116,9736,475,2026,1380,8541,3721,7161,762
788,2,13,運輸業，郵便業,2,13206,府中市,4502,5008,114,1625,-506,2660,476,3166,326
789,2,14,卸売業，小売業,2,13206,府中市,12675,16689,1025,5468,-4014,5921,1238,9935,892
790,2,15,金融業，保険業,2,13206,府中市,2957,4311,93,650,-1354,2163,565,3517,239
791,2,16,不動産業，物品賃貸業,2,13206,府中市,2578,3774,887,803,-1196,813,135,2009,174
792,2,17,学術研究，専門・技術サービス業,2,13206,府中市,4877,5980,1127,1100,-1103,2583,879,3686,427
793,2,18,宿泊業，飲食サービス業,2,13206,府中市,5313,6794,331,3210,-1481,1660,289,3141,219
794,2,19,生活関連サービス業，娯楽業,2,13206,府中市,3546,4457,484,1572,-911,1382,264,2293,208
795,2,20,教育，学習支援業,2,13206,府中市,5568,6890,280,1987,-1322,3234,575,4556,468
796,2,21,医療，福祉,2,13206,府中市,13333,12782,325,6098,551,6791,872,6240,449
797,2,22,複合サービス事業,2,13206,府中市,590,574,1,256,16,327,28,311,23
798,2,23,サービス業（他に分類されないもの）,2,13206,府中市,7552,8536,403,3016,-984,3960,977,4944,345
799,2,24,公務（他に分類されるものを除く）,2,13206,府中市,6342,6648,35,3944,-306,2336,675,2642,231
800,1,25,分類不能の産業,2,13206,府中市,8479,9162,574,1145,-683,1277,330,1960,202
801,0,1,総数,2,13207,昭島市,44581,51949,3213,15001,-7368,23770,3404,31138,2367
802,1,2,第1次産業,2,13207,昭島市,309,310,137,101,-1,70,6,71,8
803,2,3,農業，林業,2,13207,昭島市,309,309,137,101,-,70,6,70,8
804,3,4,うち農業,2,13207,昭島市,307,304,135,101,3,70,6,67,8
805,2,5,漁業,2,13207,昭島市,-,1,-,-,-1,-,-,1,-
806,1,6,第2次産業,2,13207,昭島市,12958,11294,832,3530,1664,8399,1360,6735,825
807,2,7,鉱業，採石業，砂利採取業,2,13207,昭島市,3,10,-,1,-7,1,-,8,-
808,2,8,建設業,2,13207,昭島市,2692,3379,564,845,-687,1166,274,1853,198
809,2,9,製造業,2,13207,昭島市,10263,7905,268,2684,2358,7232,1086,4874,627
810,1,10,第3次産業,2,13207,昭島市,28212,37034,2059,10949,-8822,14765,1937,23587,1480
811,2,11,電気・ガス・熱供給・水道業,2,13207,昭島市,168,220,1,50,-52,116,15,168,13
812,2,12,情報通信業,2,13207,昭島市,1046,2349,121,184,-1303,718,248,2021,152
813,2,13,運輸業，郵便業,2,13207,昭島市,2972,2758,43,854,214,2026,237,1812,158
814,2,14,卸売業，小売業,2,13207,昭島市,6629,7917,448,2804,-1288,3273,478,4561,367
815,2,15,金融業，保険業,2,13207,昭島市,617,1230,34,120,-613,452,82,1065,44
816,2,16,不動産業，物品賃貸業,2,13207,昭島市,933,1341,259,281,-408,377,69,785,47
817,2,17,学術研究，専門・技術サービス業,2,13207,昭島市,1223,2043,359,280,-820,568,118,1388,142
818,2,18,宿泊業，飲食サービス業,2,13207,昭島市,2315,2955,171,1262,-640,849,66,1489,82
819,2,19,生活関連サービス業，娯楽業,2,13207,昭島市,1467,1973,225,656,-506,552,39,1058,72
820,2,20,教育，学習支援業,2,13207,昭島市,1539,2086,99,440,-547,989,91,1536,94
821,2,21,医療，福祉,2,13207,昭島市,5137,5979,139,2319,-842,2630,199,3472,110
822,2,22,複合サービス事業,2,13207,昭島市,300,295,-,88,5,208,9,203,5
823,2,23,サービス業（他に分類されないもの）,2,13207,昭島市,2724,3767,153,1155,-1043,1357,186,2400,108
824,2,24,公務（他に分類されるものを除く）,2,13207,昭島市,1142,2121,7,456,-979,650,100,1629,86
825,1,25,分類不能の産業,2,13207,昭島市,3102,3311,185,421,-209,536,101,745,54
826,0,1,総数,2,13208,調布市,75753,106263,7651,23839,-30510,36622,8526,67132,5140
827,1,2,第1次産業,2,13208,調布市,616,665,387,152,-49,72,14,121,18
828,2,3,農業，林業,2,13208,調布市,616,664,387,152,-48,72,14,120,17
829,3,4,うち農業,2,13208,調布市,615,659,387,152,-44,71,14,115,16
830,2,5,漁業,2,13208,調布市,-,1,-,-,-1,-,-,1,1
831,1,6,第2次産業,2,13208,調布市,9740,14912,1246,2569,-5172,5727,1638,10899,1402
832,2,7,鉱業，採石業，砂利採取業,2,13208,調布市,8,89,1,1,-81,5,1,86,2
833,2,8,建設業,2,13208,調布市,4855,6168,911,1382,-1313,2422,746,3735,391
834,2,9,製造業,2,13208,調布市,4877,8655,334,1186,-3778,3300,891,7078,1009
835,1,10,第3次産業,2,13208,調布市,55807,80115,5666,19556,-24308,29915,6685,54223,3598
836,2,11,電気・ガス・熱供給・水道業,2,13208,調布市,145,385,1,24,-240,119,22,359,37
837,2,12,情報通信業,2,13208,調布市,3780,9811,649,599,-6031,2470,1000,8501,445
838,2,13,運輸業，郵便業,2,13208,調布市,2892,3763,116,981,-871,1755,329,2626,263
839,2,14,卸売業，小売業,2,13208,調布市,9694,14417,858,3936,-4723,4763,1119,9486,720
840,2,15,金融業，保険業,2,13208,調布市,3513,4873,68,779,-1360,2633,695,3993,216
841,2,16,不動産業，物品賃貸業,2,13208,調布市,2729,3994,868,849,-1265,980,196,2245,164
842,2,17,学術研究，専門・技術サービス業,2,13208,調布市,3662,6341,1391,688,-2679,1537,423,4216,236
843,2,18,宿泊業，飲食サービス業,2,13208,調布市,4402,5743,311,2221,-1341,1818,387,3159,171
844,2,19,生活関連サービス業，娯楽業,2,13208,調布市,2884,3709,406,1088,-825,1342,322,2167,163
845,2,20,教育，学習支援業,2,13208,調布市,5488,6231,344,1566,-743,3534,728,4277,403
846,2,21,医療，福祉,2,13208,調布市,9156,10192,270,4096,-1036,4719,600,5755,361
847,2,22,複合サービス事業,2,13208,調布市,233,351,-,79,-118,149,15,267,11
848,2,23,サービス業（他に分類されないもの）,2,13208,調布市,5098,7357,380,1975,-2259,2654,582,4913,275
849,2,24,公務（他に分類されるものを除く）,2,13208,調布市,2131,2948,4,675,-817,1442,267,2259,133
850,1,25,分類不能の産業,2,13208,調布市,9590,10571,352,1562,-981,908,189,1889,122
851,0,1,総数,2,13209,町田市,132959,177299,12608,49562,-44340,57887,43771,102227,49794
