_id,産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
283,2,8,建設業,2,13110,目黒区,5058,3577,591,692,1481,3643,2028,2162,367
284,2,9,製造業,2,13110,目黒区,9316,9281,804,1196,35,7180,3867,7145,1403
285,1,10,第3次産業,2,13110,目黒区,96017,88582,9468,16899,7435,68245,31513,60810,5762
286,2,11,電気・ガス・熱供給・水道業,2,13110,目黒区,138,590,3,15,-452,115,67,567,89
287,2,12,情報通信業,2,13110,目黒区,10326,11484,889,765,-1158,8555,4550,9713,594
288,2,13,運輸業，郵便業,2,13110,目黒区,3132,2979,137,583,153,2341,1101,2188,281
289,2,14,卸売業，小売業,2,13110,目黒区,18504,15627,1455,3416,2877,13399,6533,10522,996
290,2,15,金融業，保険業,2,13110,目黒区,3509,5071,106,263,-1562,3090,1636,4652,317
291,2,16,不動産業，物品賃貸業,2,13110,目黒区,5686,5772,1974,947,-86,2634,1149,2720,223
292,2,17,学術研究，専門・技術サービス業,2,13110,目黒区,8988,10450,2359,1046,-1462,5429,2698,6891,512
293,2,18,宿泊業，飲食サービス業,2,13110,目黒区,6852,6111,437,1826,741,4449,1774,3708,209
294,2,19,生活関連サービス業，娯楽業,2,13110,目黒区,6086,4749,780,1123,1337,4054,1938,2717,273
295,2,20,教育，学習支援業,2,13110,目黒区,10158,5538,415,1281,4620,8386,3458,3766,691
296,2,21,医療，福祉,2,13110,目黒区,11206,9177,428,3073,2029,7591,2740,5562,1008
297,2,22,複合サービス事業,2,13110,目黒区,177,236,1,41,-59,134,52,193,14
298,2,23,サービス業（他に分類されないもの）,2,13110,目黒区,7347,6539,477,1482,808,5228,2550,4420,307
299,2,24,公務（他に分類されるものを除く）,2,13110,目黒区,3908,4259,7,1038,-351,2840,1267,3191,248
300,1,25,分類不能の産業,2,13110,目黒区,18082,17915,767,608,167,2277,936,2110,162
301,0,1,総数,2,13111,大田区,328994,340829,26552,112137,-11835,159789,104581,171624,33152
302,1,2,第1次産業,2,13111,大田区,448,415,100,207,33,137,90,104,36
303,2,3,農業，林業,2,13111,大田区,427,387,90,197,40,136,89,96,33
304,3,4,うち農業,2,13111,大田区,423,381,89,196,42,134,89,92,32
305,2,5,漁業,2,13111,大田区,21,28,10,10,-7,1,1,8,3
306,1,6,第2次産業,2,13111,大田区,67817,61999,6502,22315,5818,37802,26815,31984,9311
307,2,7,鉱業，採石業，砂利採取業,2,13111,大田区,7,56,-,3,-49,4,2,53,4
308,2,8,建設業,2,13111,大田区,18970,18112,2840,6161,858,9329,6405,8471,2157
309,2,9,製造業,2,13111,大田区,48840,43831,3662,16151,5009,28469,20408,23460,7150
310,1,10,第3次産業,2,13111,大田区,226611,242337,18465,86408,-15726,118091,75377,133817,22861
311,2,11,電気・ガス・熱供給・水道業,2,13111,大田区,815,1047,6,114,-232,655,364,887,223
312,2,12,情報通信業,2,13111,大田区,15614,27583,1082,2755,-11969,11517,8149,23486,2796
313,2,13,運輸業，郵便業,2,13111,大田区,46878,24279,848,13583,22599,31973,20974,9374,2599
314,2,14,卸売業，小売業,2,13111,大田区,46236,50071,4131,19342,-3835,22037,13925,25872,4405
315,2,15,金融業，保険業,2,13111,大田区,5456,11104,261,1387,-5648,3714,2452,9362,1012
316,2,16,不動産業，物品賃貸業,2,13111,大田区,10230,12501,3427,3324,-2271,3216,2034,5487,748
317,2,17,学術研究，専門・技術サービス業,2,13111,大田区,9464,16050,2911,2351,-6586,4021,2706,10607,1628
318,2,18,宿泊業，飲食サービス業,2,13111,大田区,15351,19330,1315,8724,-3979,4892,3160,8871,1317
319,2,19,生活関連サービス業，娯楽業,2,13111,大田区,8964,10883,1455,4133,-1919,3159,2017,5078,988
320,2,20,教育，学習支援業,2,13111,大田区,9463,11591,751,3575,-2128,5043,2715,7171,1725
321,2,21,医療，福祉,2,13111,大田区,27318,27448,1096,15297,-130,10604,5832,10734,2757
322,2,22,複合サービス事業,2,13111,大田区,990,893,2,468,97,506,249,409,46
323,2,23,サービス業（他に分類されないもの）,2,13111,大田区,22811,23289,1155,9380,-478,11778,7853,12256,1812
324,2,24,公務（他に分類されるものを除く）,2,13111,大田区,7021,6268,25,1975,753,4976,2947,4223,805
325,1,25,分類不能の産業,2,13111,大田区,34118,36078,1485,3207,-1960,3759,2299,5719,944
326,0,1,総数,2,13112,世田谷区,276479,350132,32761,70405,-73653,129451,64145,203104,23015
327,1,2,第1次産業,2,13112,世田谷区,1374,1226,631,380,148,354,147,206,72
328,2,3,農業，林業,2,13112,世田谷区,1373,1217,631,380,156,353,147,197,70
329,3,4,うち農業,2,13112,世田谷区,1367,1187,630,378,180,350,145,170,47
330,2,5,漁業,2,13112,世田谷区,1,9,-,-,-8,1,-,9,2
331,1,6,第2次産業,2,13112,世田谷区,23963,38943,3541,5621,-14980,13745,7345,28725,5458
332,2,7,鉱業，採石業，砂利採取業,2,13112,世田谷区,34,141,1,8,-107,22,9,129,8
333,2,8,建設業,2,13112,世田谷区,14742,13253,2045,3361,1489,8698,4575,7209,1146
334,2,9,製造業,2,13112,世田谷区,9187,25549,1495,2252,-16362,5025,2761,21387,4304
335,1,10,第3次産業,2,13112,世田谷区,204392,259543,25698,61578,-55151,111565,54826,166716,16802
336,2,11,電気・ガス・熱供給・水道業,2,13112,世田谷区,666,934,3,49,-268,599,228,867,135
337,2,12,情報通信業,2,13112,世田谷区,13644,32132,2440,1995,-18488,8769,4609,27257,1502
338,2,13,運輸業，郵便業,2,13112,世田谷区,10570,10219,554,2828,351,6801,3571,6450,944
339,2,14,卸売業，小売業,2,13112,世田谷区,39648,47286,3877,12453,-7638,22328,11874,29966,2986
340,2,15,金融業，保険業,2,13112,世田谷区,6196,16261,315,971,-10065,4690,2602,14755,960
341,2,16,不動産業，物品賃貸業,2,13112,世田谷区,13234,16064,5053,3019,-2830,4624,2409,7454,648
342,2,17,学術研究，専門・技術サービス業,2,13112,世田谷区,15296,28186,6799,2792,-12890,5125,2522,18015,1424
343,2,18,宿泊業，飲食サービス業,2,13112,世田谷区,17448,16632,1083,6360,816,9590,5444,8774,661
344,2,19,生活関連サービス業，娯楽業,2,13112,世田谷区,11197,13091,1769,3699,-1894,5263,2585,7157,784
345,2,20,教育，学習支援業,2,13112,世田谷区,19803,18372,1234,5146,1431,13135,5998,11704,2199
346,2,21,医療，福祉,2,13112,世田谷区,31778,29780,1098,13873,1998,16271,6280,14273,2964
347,2,22,複合サービス事業,2,13112,世田谷区,1127,946,2,474,181,639,240,458,30
348,2,23,サービス業（他に分類されないもの）,2,13112,世田谷区,16714,20608,1444,5506,-3894,9192,4681,13086,998
349,2,24,公務（他に分類されるものを除く）,2,13112,世田谷区,7071,9032,27,2413,-1961,4539,1783,6500,567
350,1,25,分類不能の産業,2,13112,世田谷区,46750,50420,2891,2826,-3670,3787,1827,7457,683
351,0,1,総数,2,13113,渋谷区,373203,92718,10477,20792,280485,328293,148004,47808,4290
352,1,2,第1次産業,2,13113,渋谷区,136,71,15,21,65,100,46,35,7
353,2,3,農業，林業,2,13113,渋谷区,132,68,15,21,64,96,42,32,7
354,3,4,うち農業,2,13113,渋谷区,128,61,14,20,67,94,42,27,5
355,2,5,漁業,2,13113,渋谷区,4,3,-,-,1,4,4,3,-
356,1,6,第2次産業,2,13113,渋谷区,39290,8229,832,1630,31061,36651,18247,5590,878
357,2,7,鉱業，採石業，砂利採取業,2,13113,渋谷区,22,42,-,3,-20,19,7,39,2
358,2,8,建設業,2,13113,渋谷区,14280,2606,408,616,11674,13157,7116,1483,198
359,2,9,製造業,2,13113,渋谷区,24988,5581,424,1011,19407,23475,11124,4068,678
360,1,10,第3次産業,2,13113,渋谷区,308801,69211,8943,18417,239590,280236,125151,40646,3291
361,2,11,電気・ガス・熱供給・水道業,2,13113,渋谷区,296,242,2,6,54,284,134,230,24
362,2,12,情報通信業,2,13113,渋谷区,67866,9852,883,2585,58014,64306,29854,6292,311
363,2,13,運輸業，郵便業,2,13113,渋谷区,8806,1913,99,360,6893,8297,4138,1404,172
364,2,14,卸売業，小売業,2,13113,渋谷区,60371,11259,1226,3343,49112,55610,26081,6498,518
365,2,15,金融業，保険業,2,13113,渋谷区,13729,4143,83,338,9586,13262,6487,3676,176
366,2,16,不動産業，物品賃貸業,2,13113,渋谷区,18270,5600,2127,1356,12670,14653,6410,1983,143
367,2,17,学術研究，専門・技術サービス業,2,13113,渋谷区,31621,8990,2269,1946,22631,27251,11385,4620,287
368,2,18,宿泊業，飲食サービス業,2,13113,渋谷区,22429,5203,461,2189,17226,19677,8383,2451,133
369,2,19,生活関連サービス業，娯楽業,2,13113,渋谷区,19880,3927,639,1489,15953,17611,7618,1658,163
370,2,20,教育，学習支援業,2,13113,渋谷区,15142,4019,345,838,11123,13898,5931,2775,452
371,2,21,医療，福祉,2,13113,渋谷区,14720,6415,329,1825,8305,12476,4092,4171,622
372,2,22,複合サービス事業,2,13113,渋谷区,384,178,-,26,206,356,125,150,10
373,2,23,サービス業（他に分類されないもの）,2,13113,渋谷区,31360,5579,471,1746,25781,29026,13131,3245,170
374,2,24,公務（他に分類されるものを除く）,2,13113,渋谷区,3927,1891,9,370,2036,3529,1382,1493,110
375,1,25,分類不能の産業,2,13113,渋谷区,24976,15207,687,724,9769,11306,4560,1537,114
376,0,1,総数,2,13114,中野区,119547,140129,12318,21649,-20582,68711,23425,89293,5963
377,1,2,第1次産業,2,13114,中野区,146,162,51,39,-16,56,28,72,14
378,2,3,農業，林業,2,13114,中野区,146,158,51,39,-12,56,28,68,14
379,3,4,うち農業,2,13114,中野区,141,148,49,38,-7,54,27,61,13
380,2,5,漁業,2,13114,中野区,-,4,-,-,-4,-,-,4,-
381,1,6,第2次産業,2,13114,中野区,14096,15458,1596,2238,-1362,9966,4192,11328,1479
382,2,7,鉱業，採石業，砂利採取業,2,13114,中野区,2,37,-,-,-35,-,-,35,3
383,2,8,建設業,2,13114,中野区,6264,5965,949,1276,299,3865,1579,3566,383
384,2,9,製造業,2,13114,中野区,7830,9456,647,962,-1626,6101,2613,7727,1093
385,1,10,第3次産業,2,13114,中野区,86562,104971,10029,18581,-18409,56602,18507,75011,4317
386,2,11,電気・ガス・熱供給・水道業,2,13114,中野区,182,369,1,10,-187,167,68,354,33
387,2,12,情報通信業,2,13114,中野区,10296,14293,987,965,-3997,8250,3558,12247,493
388,2,13,運輸業，郵便業,2,13114,中野区,4000,4151,290,719,-151,2899,1018,3050,305
389,2,14,卸売業，小売業,2,13114,中野区,15645,18012,1617,3965,-2367,9815,3475,12182,769
390,2,15,金融業，保険業,2,13114,中野区,5951,6319,98,469,-368,5330,1935,5698,280
391,2,16,不動産業，物品賃貸業,2,13114,中野区,5649,6044,1975,1022,-395,2579,838,2974,128
392,2,17,学術研究，専門・技術サービス業,2,13114,中野区,6850,9562,2239,897,-2712,3610,1361,6322,338
393,2,18,宿泊業，飲食サービス業,2,13114,中野区,5845,8748,523,2245,-2903,2929,848,5832,206
394,2,19,生活関連サービス業，娯楽業,2,13114,中野区,4395,5451,864,1198,-1056,2214,703,3270,234
395,2,20,教育，学習支援業,2,13114,中野区,5767,6189,394,981,-422,4337,1241,4759,513
396,2,21,医療，福祉,2,13114,中野区,10801,11352,449,3515,-551,6709,1178,7260,459
397,2,22,複合サービス事業,2,13114,中野区,433,467,-,117,-34,314,35,348,15
398,2,23,サービス業（他に分類されないもの）,2,13114,中野区,7859,10041,577,1957,-2182,5111,1737,7293,328
399,2,24,公務（他に分類されるものを除く）,2,13114,中野区,2889,3973,15,521,-1084,2338,512,3422,216
400,1,25,分類不能の産業,2,13114,中野区,18743,19538,642,791,-795,2087,698,2882,153
401,0,1,総数,2,13115,杉並区,162076,248373,22230,43438,-86297,70106,18030,156403,10698
402,1,2,第1次産業,2,13115,杉並区,462,469,188,145,-7,127,38,134,23
403,2,3,農業，林業,2,13115,杉並区,460,465,187,144,-5,127,38,132,21
404,3,4,うち農業,2,13115,杉並区,456,456,186,143,-,125,37,125,19
405,2,5,漁業,2,13115,杉並区,2,4,1,1,-2,-,-,2,2
406,1,6,第2次産業,2,13115,杉並区,15541,27407,2418,3544,-11866,8996,3154,20862,2520
407,2,7,鉱業，採石業，砂利採取業,2,13115,杉並区,6,82,1,1,-76,1,-,77,5
408,2,8,建設業,2,13115,杉並区,9581,9736,1467,2136,-155,5637,2166,5792,621
409,2,9,製造業,2,13115,杉並区,5954,17589,950,1407,-11635,3358,988,14993,1894
410,1,10,第3次産業,2,13115,杉並区,118794,189732,18114,38313,-70938,59310,14419,130248,7865
411,2,11,電気・ガス・熱供給・水道業,2,13115,杉並区,466,901,3,37,-435,421,148,856,90
412,2,12,情報通信業,2,13115,杉並区,8809,25930,1776,1663,-17121,5136,1879,22257,876
413,2,13,運輸業，郵便業,2,13115,杉並区,6198,6833,350,1769,-635,3881,882,4516,440
414,2,14,卸売業，小売業,2,13115,杉並区,21078,32914,2738,7557,-11836,10203,2846,22039,1347
415,2,15,金融業，保険業,2,13115,杉並区,4549,12555,218,665,-8006,3550,1007,11556,561
416,2,16,不動産業，物品賃貸業,2,13115,杉並区,7996,11060,3440,1891,-3064,2346,540,5410,253
417,2,17,学術研究，専門・技術サービス業,2,13115,杉並区,9092,19134,4661,1585,-10042,2581,744,12623,665
418,2,18,宿泊業，飲食サービス業,2,13115,杉並区,9124,13182,930,4283,-4058,3622,915,7680,341
419,2,19,生活関連サービス業，娯楽業,2,13115,杉並区,6182,8677,1265,2205,-2495,2492,617,4987,365
420,2,20,教育，学習支援業,2,13115,杉並区,9801,13403,909,2714,-3602,6022,1383,9624,1144
421,2,21,医療，福祉,2,13115,杉並区,20972,21429,838,9025,-457,10857,1696,11314,944
422,2,22,複合サービス事業,2,13115,杉並区,622,619,-,243,3,373,38,370,25
423,2,23,サービス業（他に分類されないもの）,2,13115,杉並区,9689,16224,965,3482,-6535,4865,1274,11400,526
424,2,24,公務（他に分類されるものを除く）,2,13115,杉並区,4216,6871,21,1194,-2655,2961,450,5616,288
425,1,25,分類不能の産業,2,13115,杉並区,27279,30765,1510,1436,-3486,1673,419,5159,290
426,0,1,総数,2,13116,豊島区,215248,121926,10769,22923,93322,163661,81876,70339,7244
427,1,2,第1次産業,2,13116,豊島区,148,92,16,32,56,99,55,43,15
428,2,3,農業，林業,2,13116,豊島区,147,92,16,32,55,98,55,43,15
429,3,4,うち農業,2,13116,豊島区,142,91,16,32,51,93,54,42,14
430,2,5,漁業,2,13116,豊島区,1,-,-,-,1,1,-,-,-
431,1,6,第2次産業,2,13116,豊島区,25204,14453,1541,2433,10751,20888,11632,10137,1756
432,2,7,鉱業，採石業，砂利採取業,2,13116,豊島区,9,29,1,1,-20,7,5,27,1
433,2,8,建設業,2,13116,豊島区,10382,4941,742,1063,5441,8351,4663,2910,430
434,2,9,製造業,2,13116,豊島区,14813,9483,798,1369,5330,12530,6964,7200,1325
435,1,10,第3次産業,2,13116,豊島区,166510,87326,8521,19461,79184,137090,67833,57906,5282
436,2,11,電気・ガス・熱供給・水道業,2,13116,豊島区,461,399,4,25,62,431,240,369,41
437,2,12,情報通信業,2,13116,豊島区,19170,10971,652,1154,8199,17268,9530,9069,470
438,2,13,運輸業，郵便業,2,13116,豊島区,4816,3284,166,499,1532,4064,2142,2532,319
439,2,14,卸売業，小売業,2,13116,豊島区,36892,15290,1728,4028,21602,30880,16017,9278,874
440,2,15,金融業，保険業,2,13116,豊島区,10192,4932,108,516,5260,9514,4912,4254,327
441,2,16,不動産業，物品賃貸業,2,13116,豊島区,8743,5376,1740,1155,3367,5729,2667,2362,171
442,2,17,学術研究，専門・技術サービス業,2,13116,豊島区,13731,7795,1556,1256,5936,10841,5693,4905,406
443,2,18,宿泊業，飲食サービス業,2,13116,豊島区,16443,7642,628,2940,8801,12676,5932,3875,216
444,2,19,生活関連サービス業，娯楽業,2,13116,豊島区,9240,4210,670,1226,5030,7214,3484,2184,248
445,2,20,教育，学習支援業,2,13116,豊島区,12022,5922,346,1200,6100,10416,4787,4316,703
446,2,21,医療，福祉,2,13116,豊島区,12471,10102,418,2715,2369,9204,3335,6835,866
447,2,22,複合サービス事業,2,13116,豊島区,320,248,-,42,72,277,99,205,16
448,2,23,サービス業（他に分類されないもの）,2,13116,豊島区,18224,8151,488,2202,10073,15323,7303,5250,371
449,2,24,公務（他に分類されるものを除く）,2,13116,豊島区,3785,3004,17,503,781,3253,1692,2472,254
450,1,25,分類不能の産業,2,13116,豊島区,23386,20055,691,997,3331,5584,2356,2253,191
451,0,1,総数,2,13117,北区,130636,144825,11159,28280,-14189,71214,42563,85403,11656
452,1,2,第1次産業,2,13117,北区,87,93,17,19,-6,46,30,52,11
453,2,3,農業，林業,2,13117,北区,85,89,16,19,-4,46,30,50,11
454,3,4,うち農業,2,13117,北区,84,88,16,19,-4,45,29,49,11
455,2,5,漁業,2,13117,北区,2,4,1,-,-2,-,-,2,-
456,1,6,第2次産業,2,13117,北区,23386,20867,2147,4298,2519,16163,10389,13644,3002
457,2,7,鉱業，採石業，砂利採取業,2,13117,北区,1,20,-,-,-19,1,1,20,2
458,2,8,建設業,2,13117,北区,7989,6882,1003,1465,1107,5076,3255,3969,759
459,2,9,製造業,2,13117,北区,15396,13965,1144,2833,1431,11086,7133,9655,2241
460,1,10,第3次産業,2,13117,北区,86834,102342,7923,22790,-15508,53400,31383,68908,8323
461,2,11,電気・ガス・熱供給・水道業,2,13117,北区,430,424,-,30,6,392,245,386,73
462,2,12,情報通信業,2,13117,北区,4416,10125,465,434,-5709,3392,2035,9101,696
463,2,13,運輸業，郵便業,2,13117,北区,9645,6427,334,1631,3218,7359,4668,4141,785
464,2,14,卸売業，小売業,2,13117,北区,17307,19593,1949,4929,-2286,9928,5941,12214,1638
465,2,15,金融業，保険業,2,13117,北区,2891,4757,102,337,-1866,2365,1535,4231,418
466,2,16,不動産業，物品賃貸業,2,13117,北区,3636,4953,1285,889,-1317,1263,729,2580,262
467,2,17,学術研究，専門・技術サービス業,2,13117,北区,4965,7078,1222,784,-2113,2819,1836,4932,543
468,2,18,宿泊業，飲食サービス業,2,13117,北区,6913,8840,679,2816,-1927,3120,1689,5047,356
469,2,19,生活関連サービス業，娯楽業,2,13117,北区,3789,4586,692,1192,-797,1718,960,2515,368
470,2,20,教育，学習支援業,2,13117,北区,5535,5914,290,1158,-379,3989,2075,4368,802
471,2,21,医療，福祉,2,13117,北区,13505,12408,393,4937,1097,7929,3906,6832,1106
472,2,22,複合サービス事業,2,13117,北区,523,496,-,169,27,345,191,318,30
473,2,23,サービス業（他に分類されないもの）,2,13117,北区,7312,11146,501,2387,-3834,3959,2251,7793,671
474,2,24,公務（他に分類されるものを除く）,2,13117,北区,5967,5595,11,1097,372,4822,3322,4450,575
475,1,25,分類不能の産業,2,13117,北区,20329,21523,1072,1173,-1194,1605,761,2799,320
476,0,1,総数,2,13118,荒川区,80051,95686,9483,18013,-15635,41175,20764,56810,6357
477,1,2,第1次産業,2,13118,荒川区,67,74,12,24,-7,29,12,36,7
478,2,3,農業，林業,2,13118,荒川区,67,70,12,24,-3,29,12,32,5
479,3,4,うち農業,2,13118,荒川区,67,69,12,24,-2,29,12,31,5
480,2,5,漁業,2,13118,荒川区,-,4,-,-,-4,-,-,4,2
481,1,6,第2次産業,2,13118,荒川区,17381,16170,2817,3718,1211,10267,5649,9056,1713
482,2,7,鉱業，採石業，砂利採取業,2,13118,荒川区,-,16,-,-,-16,-,-,16,-
483,2,8,建設業,2,13118,荒川区,5880,5053,788,1149,827,3634,2080,2807,439
484,2,9,製造業,2,13118,荒川区,11501,11101,2029,2569,400,6633,3569,6233,1274
485,1,10,第3次産業,2,13118,荒川区,50758,65777,5837,13293,-15019,29912,14738,44931,4346
486,2,11,電気・ガス・熱供給・水道業,2,13118,荒川区,1155,339,2,40,816,1105,664,289,50
487,2,12,情報通信業,2,13118,荒川区,1875,6333,312,202,-4458,1258,748,5716,415
488,2,13,運輸業，郵便業,2,13118,荒川区,4397,4069,231,825,328,3155,1735,2827,415
489,2,14,卸売業，小売業,2,13118,荒川区,11041,14515,1724,3188,-3474,5762,2753,9236,854
490,2,15,金融業，保険業,2,13118,荒川区,1216,3034,72,114,-1818,977,633,2795,249
491,2,16,不動産業，物品賃貸業,2,13118,荒川区,2498,3085,818,489,-587,1083,527,1670,144
492,2,17,学術研究，専門・技術サービス業,2,13118,荒川区,2925,4197,745,377,-1272,1728,1058,3000,308
493,2,18,宿泊業，飲食サービス業,2,13118,荒川区,3938,6616,628,1598,-2678,1474,549,4152,210
494,2,19,生活関連サービス業，娯楽業,2,13118,荒川区,2734,3138,495,795,-404,1328,593,1732,215
495,2,20,教育，学習支援業,2,13118,荒川区,2943,3260,159,610,-317,2119,905,2436,454
496,2,21,医療，福祉,2,13118,荒川区,8205,8097,272,2931,108,4834,1829,4726,532
497,2,22,複合サービス事業,2,13118,荒川区,149,265,-,42,-116,100,53,216,13
498,2,23,サービス業（他に分類されないもの）,2,13118,荒川区,5142,6637,375,1473,-1495,3080,1576,4575,290
499,2,24,公務（他に分類されるものを除く）,2,13118,荒川区,2540,2192,4,609,348,1909,1115,1561,197
500,1,25,分類不能の産業,2,13118,荒川区,11845,13665,817,978,-1820,967,365,2787,291
501,0,1,総数,2,13119,板橋区,185338,239664,17777,62040,-54326,79429,45160,133755,16843
502,1,2,第1次産業,2,13119,板橋区,300,334,105,127,-34,65,29,99,23
503,2,3,農業，林業,2,13119,板橋区,298,330,105,127,-32,64,28,96,23
504,3,4,うち農業,2,13119,板橋区,298,328,105,127,-30,64,28,94,23
505,2,5,漁業,2,13119,板橋区,2,4,-,-,-2,1,1,3,-
506,1,6,第2次産業,2,13119,板橋区,36023,38103,4121,11030,-2080,19859,12688,21939,4857
507,2,7,鉱業，採石業，砂利採取業,2,13119,板橋区,3,31,1,1,-28,-,-,28,1
508,2,8,建設業,2,13119,板橋区,12288,13878,2214,3881,-1590,5587,3477,7177,1273
509,2,9,製造業,2,13119,板橋区,23732,24194,1906,7148,-462,14272,9211,14734,3583
510,1,10,第3次産業,2,13119,板橋区,122046,171317,12429,48863,-49271,57799,31649,107070,11482
511,2,11,電気・ガス・熱供給・水道業,2,13119,板橋区,433,741,1,71,-308,347,185,655,89
512,2,12,情報通信業,2,13119,板橋区,4123,17785,916,822,-13662,2208,1340,15870,880
513,2,13,運輸業，郵便業,2,13119,板橋区,12059,11829,770,4245,230,6636,4230,6406,1503
514,2,14,卸売業，小売業,2,13119,板橋区,24880,33632,2629,10487,-8752,11216,6533,19968,2340
515,2,15,金融業，保険業,2,13119,板橋区,2927,8184,186,655,-5257,1980,1074,7237,548
516,2,16,不動産業，物品賃貸業,2,13119,板橋区,5974,8537,2039,1924,-2563,1787,973,4350,404
517,2,17,学術研究，専門・技術サービス業,2,13119,板橋区,5477,11272,2042,1282,-5795,2028,1185,7823,796
518,2,18,宿泊業，飲食サービス業,2,13119,板橋区,8808,13636,884,4672,-4828,2941,1663,7769,550
519,2,19,生活関連サービス業，娯楽業,2,13119,板橋区,6060,8337,1041,2736,-2277,2075,1195,4352,561
520,2,20,教育，学習支援業,2,13119,板橋区,8540,9515,456,2551,-975,5446,2627,6421,1067
521,2,21,医療，福祉,2,13119,板橋区,27825,23674,674,13206,4151,13699,6539,9548,1253
522,2,22,複合サービス事業,2,13119,板橋区,785,964,2,385,-179,390,193,569,85
523,2,23,サービス業（他に分類されないもの）,2,13119,板橋区,10132,17354,761,4632,-7222,4281,2327,11503,923
524,2,24,公務（他に分類されるものを除く）,2,13119,板橋区,4023,5857,28,1195,-1834,2765,1585,4599,483
525,1,25,分類不能の産業,2,13119,板橋区,26969,29910,1122,2020,-2941,1706,794,4647,481
526,0,1,総数,2,13120,練馬区,183557,284146,24752,59161,-100589,64188,29269,164777,18466
527,1,2,第1次産業,2,13120,練馬区,1165,1157,752,249,8,160,73,152,34
528,2,3,農業，林業,2,13120,練馬区,1165,1154,752,249,11,160,73,149,33
529,3,4,うち農業,2,13120,練馬区,1162,1144,749,249,18,160,73,142,33
530,2,5,漁業,2,13120,練馬区,-,3,-,-,-3,-,-,3,1
531,1,6,第2次産業,2,13120,練馬区,22766,38010,4574,6704,-15244,10350,5436,25594,4901
532,2,7,鉱業，採石業，砂利採取業,2,13120,練馬区,2,45,-,1,-43,-,-,43,-
533,2,8,建設業,2,13120,練馬区,14952,16483,3207,4229,-1531,6724,3575,8255,1382
534,2,9,製造業,2,13120,練馬区,7812,21482,1367,2474,-13670,3626,1861,17296,3519
535,1,10,第3次産業,2,13120,練馬区,123924,205166,17647,50261,-81242,52369,23239,133611,12971
536,2,11,電気・ガス・熱供給・水道業,2,13120,練馬区,494,977,1,91,-483,356,169,839,103
537,2,12,情報通信業,2,13120,練馬区,5515,23852,1575,1232,-18337,2466,1148,20803,1026
538,2,13,運輸業，郵便業,2,13120,練馬区,8930,10530,973,2946,-1600,4634,2361,6234,1321
539,2,14,卸売業，小売業,2,13120,練馬区,23896,37911,3023,10640,-14015,9548,4424,23563,2539
540,2,15,金融業，保険業,2,13120,練馬区,3341,11979,229,849,-8638,2082,995,10720,769
541,2,16,不動産業，物品賃貸業,2,13120,練馬区,6830,10452,2684,2014,-3622,1866,851,5488,443
542,2,17,学術研究，専門・技術サービス業,2,13120,練馬区,7634,16477,4045,1421,-8843,1945,961,10788,1045
543,2,18,宿泊業，飲食サービス業,2,13120,練馬区,8109,13433,815,4445,-5324,2632,1076,7956,607
544,2,19,生活関連サービス業，娯楽業,2,13120,練馬区,6396,9262,1369,2524,-2866,2255,984,5121,648
545,2,20,教育，学習支援業,2,13120,練馬区,9779,14582,900,3697,-4803,5034,1749,9837,1461
546,2,21,医療，福祉,2,13120,練馬区,24159,26794,961,12454,-2635,10391,3888,13026,1451
547,2,22,複合サービス事業,2,13120,練馬区,1029,1076,1,457,-47,531,212,578,93
548,2,23,サービス業（他に分類されないもの）,2,13120,練馬区,9680,18042,1043,4449,-8362,3754,1648,12116,902
549,2,24,公務（他に分類されるものを除く）,2,13120,練馬区,8132,9799,28,3042,-1667,4875,2773,6542,563
550,1,25,分類不能の産業,2,13120,練馬区,35702,39813,1779,1947,-4111,1309,521,5420,560
551,0,1,総数,2,13121,足立区,220322,272140,24719,76890,-51818,80921,54402,132739,23644
552,1,2,第1次産業,2,13121,足立区,567,594,299,171,-27,94,63,121,45
553,2,3,農業，林業,2,13121,足立区,565,586,299,170,-21,93,62,114,43
554,3,4,うち農業,2,13121,足立区,564,578,298,170,-14,93,62,107,42
555,2,5,漁業,2,13121,足立区,2,8,-,1,-6,1,1,7,2
556,1,6,第2次産業,2,13121,足立区,40414,49419,7465,14518,-9005,16211,11046,25216,7684
557,2,7,鉱業，採石業，砂利採取業,2,13121,足立区,7,27,-,4,-20,3,3,23,2
558,2,8,建設業,2,13121,足立区,18679,19694,3376,6276,-1015,7636,5313,8651,2303
559,2,9,製造業,2,13121,足立区,21728,29698,4089,8238,-7970,8572,5730,16542,5379
560,1,10,第3次産業,2,13121,足立区,141629,180740,14675,58910,-39111,62883,42265,101994,15072
561,2,11,電気・ガス・熱供給・水道業,2,13121,足立区,516,768,1,74,-252,432,294,684,114
562,2,12,情報通信業,2,13121,足立区,2098,13356,632,370,-11258,869,592,12127,856
563,2,13,運輸業，郵便業,2,13121,足立区,19224,17973,1380,6664,1251,10193,7481,8942,2480
564,2,14,卸売業，小売業,2,13121,足立区,32624,40677,3838,13904,-8053,13774,9448,21827,3617
565,2,15,金融業，保険業,2,13121,足立区,3670,7028,164,853,-3358,2522,1851,5880,595
