year,地域コード,昼間通学者／総数（人）,昼間通学者／男（人）,昼間通学者／女（人）,常住通学者／総数（人）,常住通学者／男（人）,常住通学者／女（人）,流入通学者／総数（人）,流入通学者／男（人）,流入通学者／女（人）,流出通学者／総数（人）,流出通学者／男（人）,流出通学者／女（人）,流入超過通学者／総数（人）,流入超過通学者／男（人）,流入超過通学者／女（人）,残留通学者／総数（人）,残留通学者／男（人）,残留通学者／女（人）,昼夜間通学者比率／総数,昼夜間通学者比率／男,昼夜間通学者比率／女
2020,13000,1573582.0,806714.0,766868.0,1373261.0,709316.0,663945.0,256398.0,129199.0,127199.0,56077.0,31801.0,24276.0,200321.0,97398.0,102923.0,1317184.0,677515.0,639669.0,114.6,113.7,115.5
2020,13100,1069149.0,545507.0,523642.0,884026.0,454517.0,429509.0,251026.0,126179.0,124847.0,65903.0,35189.0,30714.0,185123.0,90990.0,94133.0,818123.0,419328.0,398795.0,120.9,120.0,121.9
2020,13101,59970.0,26799.0,33171.0,7046.0,3496.0,3550.0,54669.0,24188.0,30481.0,1745.0,885.0,860.0,52924.0,23303.0,29621.0,5301.0,2611.0,2690.0,851.1,766.6,934.4
2020,13102,12608.0,6138.0,6470.0,14224.0,7154.0,7070.0,2884.0,1207.0,1677.0,4500.0,2223.0,2277.0,-1616.0,-1016.0,-600.0,9724.0,4931.0,4793.0,88.6,85.8,91.5
2020,13103,42777.0,21036.0,21741.0,22244.0,11308.0,10936.0,26661.0,12790.0,13871.0,6128.0,3062.0,3066.0,20533.0,9728.0,10805.0,16116.0,8246.0,7870.0,192.3,186.0,198.8
2020,13104,70931.0,39835.0,31096.0,24192.0,12193.0,11999.0,54461.0,31264.0,23197.0,7722.0,3622.0,4100.0,46739.0,27642.0,19097.0,16470.0,8571.0,7899.0,293.2,326.7,259.2
2020,13105,62616.0,32399.0,30217.0,25836.0,13597.0,12239.0,44869.0,22983.0,21886.0,8089.0,4181.0,3908.0,36780.0,18802.0,17978.0,17747.0,9416.0,8331.0,242.4,238.3,246.9
2020,13106,16499.0,8522.0,7977.0,14285.0,7326.0,6959.0,6890.0,3531.0,3359.0,4676.0,2335.0,2341.0,2214.0,1196.0,1018.0,9609.0,4991.0,4618.0,115.5,116.3,114.6
2020,13107,21555.0,11385.0,10170.0,21592.0,11113.0,10479.0,6404.0,3530.0,2874.0,6441.0,3258.0,3183.0,-37.0,272.0,-309.0,15151.0,7855.0,7296.0,99.8,102.4,97.1
2020,13108,45235.0,24330.0,20905.0,51264.0,26490.0,24774.0,8926.0,5429.0,3497.0,14955.0,7589.0,7366.0,-6029.0,-2160.0,-3869.0,36309.0,18901.0,17408.0,88.2,91.8,84.4
