year,産業分類並び順,産業階層,産業,地域コード,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
2020,22,2,複合サービス事業,13101,2503.0,188.0,1.0,83.0,2315.0,2418.0,940.0,103.0,6.0
2020,23,2,サービス業（他に分類されないもの）,13101,73311.0,1583.0,157.0,700.0,71728.0,72404.0,33572.0,676.0,42.0
2020,24,2,公務（他に分類されるものを除く）,13101,64979.0,1954.0,18.0,1508.0,63025.0,63443.0,24778.0,418.0,65.0
2020,25,1,分類不能の産業,13101,11981.0,1318.0,184.0,147.0,10663.0,10787.0,4889.0,124.0,13.0
2020,1,0,総数,13102,548192.0,82365.0,10566.0,24246.0,465827.0,510146.0,249743.0,44319.0,4153.0
2020,2,1,第１次産業,13102,392.0,67.0,11.0,22.0,325.0,359.0,225.0,34.0,6.0
2020,3,2,農業，林業,13102,249.0,40.0,10.0,10.0,209.0,229.0,127.0,20.0,6.0
2020,4,3,うち農業,13102,216.0,36.0,9.0,9.0,180.0,198.0,112.0,18.0,6.0
2020,5,2,漁業,13102,143.0,27.0,1.0,12.0,116.0,130.0,98.0,14.0,
2020,6,1,第２次産業,13102,95042.0,8845.0,963.0,2557.0,86197.0,91351.0,49572.0,5154.0,777.0
2020,7,2,鉱業，採石業，砂利採取業,13102,138.0,25.0,1.0,2.0,113.0,135.0,82.0,22.0,1.0
2020,8,2,建設業,13102,28391.0,2078.0,146.0,639.0,26313.0,27546.0,15921.0,1233.0,177.0
2020,9,2,製造業,13102,66513.0,6742.0,816.0,1916.0,59771.0,63670.0,33569.0,3899.0,599.0
2020,10,1,第３次産業,13102,443758.0,70037.0,9132.0,21156.0,373721.0,412206.0,197082.0,38485.0,3317.0
2020,11,2,電気・ガス・熱供給・水道業,13102,3183.0,347.0,21.0,84.0,2836.0,3074.0,1630.0,238.0,21.0
2020,12,2,情報通信業,13102,74860.0,11132.0,2376.0,2426.0,63728.0,69950.0,34092.0,6222.0,281.0
2020,13,2,運輸業，郵便業,13102,18028.0,3008.0,151.0,610.0,15020.0,17174.0,8967.0,2154.0,233.0
2020,14,2,卸売業，小売業,13102,112172.0,11928.0,1241.0,4376.0,100244.0,106309.0,53624.0,6065.0,453.0
2020,15,2,金融業，保険業,13102,49387.0,6484.0,445.0,1585.0,42903.0,47309.0,22128.0,4406.0,224.0
2020,16,2,不動産業，物品賃貸業,13102,25055.0,3739.0,739.0,1167.0,21316.0,23037.0,11301.0,1721.0,160.0
2020,17,2,学術研究，専門・技術サービス業,13102,44633.0,9797.0,2257.0,2309.0,34836.0,39945.0,18772.0,5109.0,308.0
2020,18,2,宿泊業，飲食サービス業,13102,26800.0,5145.0,550.0,2898.0,21655.0,23181.0,9254.0,1526.0,121.0
2020,19,2,生活関連サービス業，娯楽業,13102,13633.0,2150.0,323.0,703.0,11483.0,12537.0,5851.0,1054.0,184.0
2020,20,2,教育，学習支援業,13102,5820.0,2719.0,323.0,535.0,3101.0,4913.0,2013.0,1812.0,289.0
2020,21,2,医療，福祉,13102,16590.0,6274.0,239.0,2270.0,10316.0,13973.0,5215.0,3657.0,710.0
2020,22,2,複合サービス事業,13102,1082.0,127.0,1.0,49.0,955.0,1031.0,391.0,76.0,9.0
2020,23,2,サービス業（他に分類されないもの）,13102,44970.0,5154.0,451.0,1693.0,39816.0,42699.0,20549.0,2883.0,191.0
