地域階層,地域コード,地域,昼間通学者／総数／平成27年(人）,昼間通学者／総数／平成22年(人）,昼間通学者／総数／増減数／平成22年～27年（人）,昼間通学者／総数／増減率／平成22年～27年（％）,昼間通学者／男／平成27年(人）,昼間通学者／男／平成22年(人）,昼間通学者／男／増減数／平成22年～27年（人）,昼間通学者／男／増減率／平成22年～27年（％）,昼間通学者／女／平成27年(人）,昼間通学者／女／平成22年(人）,昼間通学者／女／増減数／平成22年～27年（人）,昼間通学者／女／増減率／平成22年～27年（％）,常住通学者／総数／平成27年(人）,常住通学者／総数／平成22年(人）,常住通学者／総数／増減数／平成22年～27年（人）,常住通学者／総数／増減率／平成22年～27年（％）,常住通学者／男／平成27年(人）,常住通学者／男／平成22年(人）,常住通学者／男／増減数／平成22年～27年（人）,常住通学者／男／増減率／平成22年～27年（％）,常住通学者／女／平成27年(人）,常住通学者／女／平成22年(人）,常住通学者／女／増減数／平成22年～27年（人）,常住通学者／女／増減率／平成22年～27年（％）,流入通学者／総数／平成27年(人）,流入通学者／総数／平成22年(人）,流入通学者／総数／増減数／平成22年～27年（人）,流入通学者／総数／増減率／平成22年～27年（％）,流入通学者／男／平成27年(人）,流入通学者／男／平成22年(人）,流入通学者／男／増減数／平成22年～27年（人）,流入通学者／男／増減率／平成22年～27年（％）,流入通学者／女／平成27年(人）,流入通学者／女／平成22年(人）,流入通学者／女／増減数／平成22年～27年（人）,流入通学者／女／増減率／平成22年～27年（％）,流出通学者／総数／平成27年(人）,流出通学者／総数／平成22年(人）,流出通学者／総数／増減数／平成22年～27年（人）,流出通学者／総数／増減率／平成22年～27年（％）,流出通学者／男／平成27年(人）,流出通学者／男／平成22年(人）,流出通学者／男／増減数／平成22年～27年（人）,流出通学者／男／増減率／平成22年～27年（％）,流出通学者／女／平成27年(人）,流出通学者／女／平成22年(人）,流出通学者／女／増減数／平成22年～27年（人）,流出通学者／女／増減率／平成22年～27年（％）,流入超過通学者／総数／平成27年(人）,流入超過通学者／総数／平成22年(人）,流入超過通学者／総数／増減数／平成22年～27年（人）,流入超過通学者／男／平成27年(人）,流入超過通学者／男／平成22年(人）,流入超過通学者／男／増減数／平成22年～27年（人）,流入超過通学者／女／平成27年(人）,流入超過通学者／女／平成22年(人）,流入超過通学者／女／増減数／平成22年～27年（人）,残留通学者／総数／平成27年(人）,残留通学者／総数／平成22年(人）,残留通学者／総数／増減数／平成22年～27年（人）,残留通学者／総数／増減率／平成22年～27年（％）,残留通学者／男／平成27年(人）,残留通学者／男／平成22年(人）,残留通学者／男／増減数／平成22年～27年（人）,残留通学者／男／増減率／平成22年～27年（％）,残留通学者／女／平成27年(人）,残留通学者／女／平成22年(人）,残留通学者／女／増減数／平成22年～27年（人）,残留通学者／女／増減率／平成22年～27年（％）,昼夜間通学者比率／総数／平成27年,昼夜間通学者比率／総数／平成22年,昼夜間通学者比率／総数／増減数／平成22年～27年,昼夜間通学者比率／総数／増減率／平成22年～27年（％）,昼夜間通学者比率／男／平成27年,昼夜間通学者比率／男／平成22年,昼夜間通学者比率／男／増減数／平成22年～27年,昼夜間通学者比率／男／増減率／平成22年～27年（％）,昼夜間通学者比率／女／平成27年,昼夜間通学者比率／女／平成22年,昼夜間通学者比率／女／増減数／平成22年～27年,昼夜間通学者比率／女／増減率／平成22年～27年（％）,面　積（平方キロメートル）,人口密度／昼間通学者（人/平方キロメートル）,人口密度／常住通学者（人/平方キロメートル）
2,13119,板橋区,55824,57796,-1972,-3.412000831,27376,28382,-1006,-3.544500035,28448,29414,-966,-3.284150405,55314,57989,-2675,-4.612943834,28059,29732,-1673,-5.626933943,27255,28257,-1002,-3.546023994,18481,18364,117,0.637116097,8287,8131,156,1.9185832,10194,10233,-39,-0.381119906,17971,18557,-586,-3.157838013,8970,9481,-511,-5.389726822,9001,9076,-75,-0.826355223,510,-193,703,-683,-1350,667,1193,1157,36,37343,39432,-2089,-5.3,19089,20251,-1162,-5.7,18254,19181,-927,-4.8,100.9,99.7,1.2,1.2,97.6,95.5,2.1,2.2,104.4,104.1,0.3,0.3,32.22,1732.6,1716.8
2,13120,練馬区,63681,71049,-7368,-10.37030782,33242,37010,-3768,-10.18103215,30439,34039,-3600,-10.57610388,79728,89678,-9950,-11.0952519,41257,46415,-5158,-11.11278681,38471,43263,-4792,-11.07643945,10135,10699,-564,-5.271520703,5506,5649,-143,-2.531421491,4629,5050,-421,-8.336633663,26182,29328,-3146,-10.72695035,13521,15054,-1533,-10.18333998,12661,14274,-1613,-11.30026622,-16047,-18629,2582,-8015,-9405,1390,-8032,-9224,1192,53546,60350,-6804,-11.3,27736,31361,-3625,-11.6,25810,28989,-3179,-11,79.9,79.2,0.7,0.9,80.6,79.7,0.9,1.1,79.1,78.7,0.4,0.5,48.08,1324.5,1658.2
2,13121,足立区,58328,62607,-4279,-6.834698995,31360,32940,-1580,-4.796599879,26968,29667,-2699,-9.097650588,67662,78136,-10474,-13.4048326,34936,40676,-5740,-14.11151539,32726,37460,-4734,-12.63747998,7866,3855,4011,104.0466926,5188,2282,2906,127.3444347,2678,1573,1105,70.24793388,17200,19384,-2184,-11.26702435,8764,10018,-1254,-12.51746856,8436,9366,-930,-9.929532351,-9334,-15529,6195,-3576,-7736,4160,-5758,-7793,2035,50462,58752,-8290,-14.1,26172,30658,-4486,-14.6,24290,28094,-3804,-13.5,86.2,80.1,6.1,7.6,89.8,81,8.8,10.9,82.4,79.2,3.2,4,53.25,1095.4,1270.6
2,13122,葛飾区,37943,40250,-2307,-5.731677019,20287,20881,-594,-2.844691346,17656,19369,-1713,-8.844029119,46372,50907,-4535,-8.908401595,24061,26410,-2349,-8.894358198,22311,24497,-2186,-8.923541658,5664,3600,2064,57.33333333,3463,1898,1565,82.45521602,2201,1702,499,29.31844888,14093,14257,-164,-1.150312127,7237,7427,-190,-2.558233473,6856,6830,26,0.380673499,-8429,-10657,2228,-3774,-5529,1755,-4655,-5128,473,32279,36650,-4371,-11.9,16824,18983,-2159,-11.4,15455,17667,-2212,-12.5,81.8,79.1,2.7,3.4,84.3,79.1,5.2,6.6,79.1,79.1,0,0,34.8,1090.3,1332.5
2,13123,江戸川区,66124,72264,-6140,-8.496623492,32673,36080,-3407,-9.442904656,33451,36184,-2733,-7.553062127,82007,86945,-4938,-5.679452528,41698,44710,-3012,-6.736747931,40309,42235,-1926,-4.560198887,7023,6702,321,4.78961504,2708,2544,164,6.446540881,4315,4158,157,3.775853776,22906,21383,1523,7.122480475,11733,11174,559,5.002684804,11173,10209,964,9.442648643,-15883,-14681,-1202,-9025,-8630,-395,-6858,-6051,-807,59101,65562,-6461,-9.9,29965,33536,-3571,-10.6,29136,32026,-2890,-9,80.6,83.1,-2.5,-3,78.4,80.7,-2.3,-2.9,83,85.7,-2.7,-3.2,49.9,1325.1,1643.4
1,13200,市部,538828,580468,-41640,-7.173522055,279702,302584,-22882,-7.562197605,259126,277884,-18758,-6.750298686,520554,559677,-39123,-6.990281895,271915,294496,-22581,-7.667676301,248639,265181,-16542,-6.238003477,104250,105258,-1008,-0.957646925,53761,53794,-33,-0.061345131,50489,51464,-975,-1.894528214,85976,84467,1509,1.786496502,45974,45706,268,0.586356277,40002,38761,1241,3.201671784,18274,20791,-2517,7787,8088,-301,10487,12703,-2216,434578,475210,-40632,-8.6,225941,248790,-22849,-9.2,208637,226420,-17783,-7.9,103.5,103.7,-0.2,-0.2,102.9,102.7,0.2,0.2,104.2,104.8,-0.6,-0.6,784.2,687.1,663.8
2,13201,八王子市,107054,119911,-12857,-10.7221189,60579,68868,-8289,-12.036069,46475,51043,-4568,-8.949317242,78183,88439,-10256,-11.59669377,42049,48386,-6337,-13.09676353,36134,40053,-3919,-9.784535491,46311,48820,-2509,-5.139287177,27489,29566,-2077,-7.024961104,18822,19254,-432,-2.243689623,17440,17348,92,0.530320498,8959,9084,-125,-1.376045795,8481,8264,217,2.625847047,28871,31472,-2601,18530,20482,-1952,10341,10990,-649,60743,71091,-10348,-14.6,33090,39302,-6212,-15.8,27653,31789,-4136,-13,136.9,135.6,1.3,1,144.1,142.3,1.8,1.3,128.6,127.4,1.2,0.9,186.38,574.4,419.5
2,13202,立川市,19661,22821,-3160,-13.8468954,9920,11584,-1664,-14.36464088,9741,11237,-1496,-13.31316188,18261,21610,-3349,-15.49745488,9183,10928,-1745,-15.9681552,9078,10682,-1604,-15.01591462,7877,8060,-183,-2.270471464,4069,4171,-102,-2.445456725,3808,3889,-81,-2.082797634,6477,6849,-372,-5.431449847,3332,3515,-183,-5.206258891,3145,3334,-189,-5.668866227,1400,1211,189,737,656,81,663,555,108,11784,14761,-2977,-20.2,5851,7413,-1562,-21.1,5933,7348,-1415,-19.3,107.7,105.6,2.1,2,108,106,2,1.9,107.3,105.2,2.1,2,24.36,807.1,749.6
2,13203,武蔵野市,25082,25459,-377,-1.480812286,12368,12749,-381,-2.988469684,12714,12710,4,0.031471283,16261,16558,-297,-1.793694891,8290,8538,-248,-2.904661513,7971,8020,-49,-0.610972569,15797,15731,66,0.419553747,7587,7672,-85,-1.107924922,8210,8059,151,1.873681598,6976,6830,146,2.137628111,3509,3461,48,1.386882404,3467,3369,98,2.908875037,8821,8901,-80,4078,4211,-133,4743,4690,53,9285,9728,-443,-4.6,4781,5077,-296,-5.8,4504,4651,-147,-3.2,154.2,153.8,0.4,0.3,149.2,149.3,-0.1,-0.1,159.5,158.5,1,0.6,10.98,2284.3,1481
2,13204,三鷹市,20894,20655,239,1.157104817,10178,10407,-229,-2.20044201,10716,10248,468,4.566744731,23397,23406,-9,-0.038451679,11951,12020,-69,-0.574043261,11446,11386,60,0.526962937,6056,5823,233,4.001373862,2625,2837,-212,-7.472682411,3431,2986,445,14.90288011,8559,8574,-15,-0.174947516,4398,4450,-52,-1.168539326,4161,4124,37,0.897187197,-2503,-2751,248,-1773,-1613,-160,-730,-1138,408,14838,14832,6,0,7553,7570,-17,-0.2,7285,7262,23,0.3,89.3,88.2,1.1,1.2,85.2,86.6,-1.4,-1.6,93.6,90,3.6,4,16.42,1272.5,1424.9
2,13205,青梅市,12116,14004,-1888,-13.48186233,6172,7139,-967,-13.54531447,5944,6865,-921,-13.41587764,15911,18009,-2098,-11.64973069,8274,9397,-1123,-11.95062254,7637,8612,-975,-11.32141198,1100,1219,-119,-9.762100082,510,536,-26,-4.850746269,590,683,-93,-13.61639824,4895,5224,-329,-6.297856049,2612,2794,-182,-6.513958483,2283,2430,-147,-6.049382716,-3795,-4005,210,-2102,-2258,156,-1693,-1747,54,11016,12785,-1769,-13.8,5662,6603,-941,-14.3,5354,6182,-828,-13.4,76.1,77.8,-1.7,-2.2,74.6,76,-1.4,-1.8,77.8,79.7,-1.9,-2.4,103.31,117.3,154
2,13206,府中市,27793,29153,-1360,-4.665043049,14332,15089,-757,-5.016899728,13461,14064,-603,-4.287542662,32241,33348,-1107,-3.319539403,16746,17337,-591,-3.408894272,15495,16011,-516,-3.222784336,6425,6279,146,2.325211021,3176,3212,-36,-1.120797011,3249,3067,182,5.934137594,10873,10474,399,3.809432881,5590,5460,130,2.380952381,5283,5014,269,5.364978061,-4448,-4195,-253,-2414,-2248,-166,-2034,-1947,-87,21368,22874,-1506,-6.6,11156,11877,-721,-6.1,10212,10997,-785,-7.1,86.2,87.4,-1.2,-1.4,85.6,87,-1.4,-1.6,86.9,87.8,-0.9,-1,29.43,944.4,1095.5
2,13207,昭島市,10372,11028,-656,-5.948494741,5287,5617,-330,-5.875022254,5085,5411,-326,-6.024764369,13091,13956,-865,-6.198051018,6709,7237,-528,-7.295840818,6382,6719,-337,-5.015627326,1833,1854,-21,-1.132686084,943,939,4,0.425985091,890,915,-25,-2.732240437,4552,4782,-230,-4.809703053,2365,2559,-194,-7.581086362,2187,2223,-36,-1.619433198,-2719,-2928,209,-1422,-1620,198,-1297,-1308,11,8539,9174,-635,-6.9,4344,4678,-334,-7.1,4195,4496,-301,-6.7,79.2,79,0.2,0.3,78.8,77.6,1.2,1.5,79.7,80.5,-0.8,-1,17.34,598.2,755
2,13208,調布市,27840,28254,-414,-1.465279253,13433,13864,-431,-3.108770918,14407,14390,17,0.118137596,28527,28259,268,0.948370431,15116,14992,124,0.827107791,13411,13267,144,1.085399864,9688,9753,-65,-0.666461602,3924,4129,-205,-4.964882538,5764,5624,140,2.489331437,10375,9758,617,6.323017012,5607,5257,350,6.657789614,4768,4501,267,5.932015108,-687,-5,-682,-1683,-1128,-555,996,1123,-127,18152,18501,-349,-1.9,9509,9735,-226,-2.3,8643,8766,-123,-1.4,97.6,100,-2.4,-2.4,88.9,92.5,-3.6,-3.9,107.4,108.5,-1.1,-1,21.58,1290.1,1321.9
2,13209,町田市,65380,68758,-3378,-4.912882865,34035,35363,-1328,-3.7553375,31345,33395,-2050,-6.13864351,57055,59272,-2217,-3.740383318,29738,30863,-1125,-3.645141432,27317,28409,-1092,-3.8438523,23397,24581,-1184,-4.816728367,12080,12421,-341,-2.745350616,11317,12160,-843,-6.93256579,15072,15095,-23,-0.152368334,7783,7921,-138,-1.742204267,7289,7174,115,1.603010873,8325,9486,-1161,4297,4500,-203,4028,4986,-958,41983,44177,-2194,-5,21955,22942,-987,-4.3,20028,21235,-1207,-5.7,114.6,116,-1.4,-1.2,114.4,114.6,-0.2,-0.2,114.7,117.6,-2.9,-2.5,71.8,910.6,794.6
2,13210,小金井市,20438,21268,-830,-3.902576641,11944,12599,-655,-5.198825304,8494,8669,-175,-2.018687277,15523,16811,-1288,-7.66165011,8410,9254,-844,-9.120380376,7113,7557,-444,-5.87534736,11140,10652,488,4.581299287,6807,6609,198,2.995914662,4333,4043,290,7.172891417,6225,6195,30,0.484261501,3273,3264,9,0.275735294,2952,2931,21,0.716479017,4915,4457,458,3534,3345,189,1381,1112,269,9298,10616,-1318,-12.4,5137,5990,-853,-14.2,4161,4626,-465,-10.1,131.7,126.5,5.2,4.1,142,136.1,5.9,4.3,119.4,114.7,4.7,4.1,11.3,1808.7,1373.7
2,13211,小平市,25720,28837,-3117,-10.80903007,11438,13050,-1612,-12.35249042,14282,15787,-1505,-9.533160195,25865,28456,-2591,-9.105285353,13439,14732,-1293,-8.776812381,12426,13724,-1298,-9.457883999,9760,10414,-654,-6.280007682,3375,3784,-409,-10.80866808,6385,6630,-245,-3.695324284,9905,10033,-128,-1.275789893,5376,5466,-90,-1.646542261,4529,4567,-38,-0.832056054,-145,381,-526,-2001,-1682,-319,1856,2063,-207,15960,18423,-2463,-13.4,8063,9266,-1203,-13,7897,9157,-1260,-13.8,99.4,101.3,-1.9,-1.9,85.1,88.6,-3.5,-4,114.9,115,-0.1,-0.1,20.51,1254,1261.1
2,13212,日野市,22299,24409,-2110,-8.644352493,11878,12367,-489,-3.954071319,10421,12042,-1621,-13.46121907,23810,25428,-1618,-6.363064339,12608,13528,-920,-6.800709639,11202,11900,-698,-5.865546219,7130,7873,-743,-9.437317414,4069,3928,141,3.589613035,3061,3945,-884,-22.40811153,8641,8892,-251,-2.822762033,4799,5089,-290,-5.698565534,3842,3803,39,1.025506179,-1511,-1019,-492,-730,-1161,431,-781,142,-923,15169,16536,-1367,-8.3,7809,8439,-630,-7.5,7360,8097,-737,-9.1,93.7,96,-2.3,-2.4,94.2,91.4,2.8,3.1,93,101.2,-8.2,-8.1,27.55,809.4,864.2
2,13213,東村山市,14117,15735,-1618,-10.28280902,7291,8234,-943,-11.45251397,6826,7501,-675,-8.99880016,18439,19807,-1368,-6.906649164,9541,10217,-676,-6.616423608,8898,9590,-692,-7.215849844,2455,2668,-213,-7.983508246,1244,1521,-277,-18.21170283,1211,1147,64,5.579773322,6777,6740,37,0.548961424,3494,3504,-10,-0.285388128,3283,3236,47,1.452410383,-4322,-4072,-250,-2250,-1983,-267,-2072,-2089,17,11662,13067,-1405,-10.8,6047,6713,-666,-9.9,5615,6354,-739,-11.6,76.6,79.4,-2.8,-3.5,76.4,80.6,-4.2,-5.2,76.7,78.2,-1.5,-1.9,17.14,823.6,1075.8
2,13214,国分寺市,15454,16035,-581,-3.623323979,8660,9145,-485,-5.303444505,6794,6890,-96,-1.393323658,15270,16700,-1430,-8.562874252,7825,8738,-913,-10.44861524,7445,7962,-517,-6.493343381,6916,6366,550,8.639648131,4257,4017,240,5.974607916,2659,2349,310,13.19710515,6732,7031,-299,-4.252595648,3422,3610,-188,-5.207756233,3310,3421,-111,-3.244665303,184,-665,849,835,407,428,-651,-1072,421,8538,9669,-1131,-11.7,4403,5128,-725,-14.1,4135,4541,-406,-8.9,101.2,96,5.2,5.4,110.7,104.7,6,5.7,91.3,86.5,4.8,5.5,11.46,1348.5,1332.5
2,13215,国立市,14762,15812,-1050,-6.640526183,8167,8663,-496,-5.72549925,6595,7149,-554,-7.749335571,9721,10858,-1137,-10.47154172,5032,5781,-749,-12.95623595,4689,5077,-388,-7.64230845,8581,8561,20,0.233617568,4982,4746,236,4.972608512,3599,3815,-216,-5.661861075,3540,3607,-67,-1.857499307,1847,1864,-17,-0.912017167,1693,1743,-50,-2.868617326,5041,4954,87,3135,2882,253,1906,2072,-166,6181,7251,-1070,-14.8,3185,3917,-732,-18.7,2996,3334,-338,-10.1,151.9,145.6,6.3,4.3,162.3,149.9,12.4,8.3,140.6,140.8,-0.2,-0.1,8.15,1811.3,1192.8
2,13218,福生市,4003,5565,-1562,-28.06828392,2224,3057,-833,-27.24893687,1779,2508,-729,-29.06698565,5077,7016,-1939,-27.6368301,2663,3667,-1004,-27.37932915,2414,3349,-935,-27.91878173,907,852,55,6.455399061,585,574,11,1.916376307,322,278,44,15.82733813,1981,2303,-322,-13.98176292,1024,1184,-160,-13.51351351,957,1119,-162,-14.4772118,-1074,-1451,377,-439,-610,171,-635,-841,206,3096,4713,-1617,-34.3,1639,2483,-844,-34,1457,2230,-773,-34.7,78.8,79.3,-0.5,-0.6,83.5,83.4,0.1,0.1,73.7,74.9,-1.2,-1.6,10.16,394,499.7
2,13219,狛江市,5798,6363,-565,-8.879459375,2944,3319,-375,-11.29858391,2854,3044,-190,-6.241787122,8667,9243,-576,-6.231742941,4583,4933,-350,-7.095073992,4084,4310,-226,-5.24361949,1020,852,168,19.71830986,449,392,57,14.54081633,571,460,111,24.13043478,3889,3732,157,4.206859593,2088,2006,82,4.08773679,1801,1726,75,4.345307068,-2869,-2880,11,-1639,-1614,-25,-1230,-1266,36,4778,5511,-733,-13.3,2495,2927,-432,-14.8,2283,2584,-301,-11.6,66.9,68.8,-1.9,-2.8,64.2,67.3,-3.1,-4.6,69.9,70.6,-0.7,-1,6.39,907.4,1356.3
2,13220,東大和市,8464,8753,-289,-3.301725123,4223,4400,-177,-4.022727273,4241,4353,-112,-2.572938204,10332,10835,-503,-4.642362713,5287,5544,-257,-4.635642136,5045,5291,-246,-4.649404649,1583,1525,58,3.803278689,770,769,1,0.130039012,813,756,57,7.53968254,3451,3607,-156,-4.324923759,1834,1913,-79,-4.12963931,1617,1694,-77,-4.545454546,-1868,-2082,214,-1064,-1144,80,-804,-938,134,6881,7228,-347,-4.8,3453,3631,-178,-4.9,3428,3597,-169,-4.7,81.9,80.8,1.1,1.4,79.9,79.4,0.5,0.6,84.1,82.3,1.8,2.2,13.42,630.7,769.9
2,13221,清瀬市,9342,9519,-177,-1.859439017,4513,4506,7,0.155348424,4829,5013,-184,-3.670456812,9269,9890,-621,-6.279069767,4703,5010,-307,-6.127744511,4566,4880,-314,-6.43442623,3014,2788,226,8.106169297,1293,1157,136,11.7545376,1721,1631,90,5.518087063,2941,3159,-218,-6.900918012,1483,1661,-178,-10.71643588,1458,1498,-40,-2.670226969,73,-371,444,-190,-504,314,263,133,130,6328,6731,-403,-6,3220,3349,-129,-3.9,3108,3382,-274,-8.1,100.8,96.2,4.6,4.8,96,89.9,6.1,6.8,105.8,102.7,3.1,3,10.23,913.2,906.1
2,13222,東久留米市,10520,12059,-1539,-12.76225226,5449,6241,-792,-12.69027399,5071,5818,-747,-12.83946373,14165,15493,-1328,-8.571612987,7330,8134,-804,-9.884435702,6835,7359,-524,-7.120532681,1453,1488,-35,-2.352150538,730,764,-34,-4.45026178,723,724,-1,-0.138121547,5098,4922,176,3.575782202,2611,2657,-46,-1.731275875,2487,2265,222,9.801324503,-3645,-3434,-211,-1881,-1893,12,-1764,-1541,-223,9067,10571,-1504,-14.2,4719,5477,-758,-13.8,4348,5094,-746,-14.6,74.3,77.8,-3.5,-4.5,74.3,76.7,-2.4,-3.1,74.2,79.1,-4.9,-6.2,12.88,816.8,1099.8
2,13223,武蔵村山市,9012,8954,58,0.647755193,4437,4395,42,0.955631399,4575,4559,16,0.350954157,9198,9578,-380,-3.96742535,4689,4883,-194,-3.972967438,4509,4695,-186,-3.961661342,2008,1875,133,7.093333333,885,852,33,3.873239437,1123,1023,100,9.775171066,2194,2499,-305,-12.20488195,1137,1340,-203,-15.14925373,1057,1159,-102,-8.80069025,-186,-624,438,-252,-488,236,66,-136,202,7004,7079,-75,-1.1,3552,3543,9,0.3,3452,3536,-84,-2.4,98,93.5,4.5,4.8,94.6,90,4.6,5.1,101.5,97.1,4.4,4.5,15.32,588.3,600.4
2,13224,多摩市,19157,19918,-761,-3.820664725,9023,9137,-114,-1.247674291,10134,10781,-647,-6.001298581,17220,19429,-2209,-11.36960214,8937,10275,-1338,-13.02189781,8283,9154,-871,-9.514966135,7805,7182,623,8.674463938,3167,2543,624,24.53794731,4638,4639,-1,-0.02155637,5868,6693,-825,-12.32631107,3081,3681,-600,-16.2999185,2787,3012,-225,-7.470119522,1937,489,1448,86,-1138,1224,1851,1627,224,11352,12736,-1384,-10.9,5856,6594,-738,-11.2,5496,6142,-646,-10.5,111.2,102.5,8.7,8.5,101,88.9,12.1,13.6,122.3,117.8,4.5,3.8,21.01,911.8,819.6
2,13225,稲城市,9760,9962,-202,-2.02770528,4173,4372,-199,-4.551692589,5587,5590,-3,-0.053667263,12427,12087,340,2.812939522,6430,6372,58,0.910232266,5997,5715,282,4.934383202,1878,1871,7,0.374131481,186,172,14,8.139534884,1692,1699,-7,-0.412007063,4545,3996,549,13.73873874,2443,2172,271,12.47697974,2102,1824,278,15.24122807,-2667,-2125,-542,-2257,-2000,-257,-410,-125,-285,7882,8091,-209,-2.6,3987,4200,-213,-5.1,3895,3891,4,0.1,78.5,82.4,-3.9,-4.7,64.9,68.6,-3.7,-5.4,93.2,97.8,-4.6,-4.7,17.97,543.1,691.5
2,13227,羽村市,5408,5978,-570,-9.534961526,2782,3053,-271,-8.876514903,2626,2925,-299,-10.22222222,7019,7621,-602,-7.899225823,3574,3862,-288,-7.457276023,3445,3759,-314,-8.353285448,775,695,80,11.51079137,456,405,51,12.59259259,319,290,29,10,2386,2338,48,2.053036784,1248,1214,34,2.800658979,1138,1124,14,1.245551601,-1611,-1643,32,-792,-809,17,-819,-834,15,4633,5283,-650,-12.3,2326,2648,-322,-12.2,2307,2635,-328,-12.4,77,78.4,-1.4,-1.8,77.8,79.1,-1.3,-1.6,76.2,77.8,-1.6,-2.1,9.9,546.3,709
2,13228,あきる野市,9084,9809,-725,-7.391171373,4892,5321,-429,-8.062394287,4192,4488,-296,-6.595365419,10124,10839,-715,-6.596549497,5298,5702,-404,-7.085233252,4826,5137,-311,-6.054117189,1865,1953,-88,-4.505888377,1106,1200,-94,-7.833333333,759,753,6,0.796812749,2905,2983,-78,-2.614817298,1512,1581,-69,-4.364326376,1393,1402,-9,-0.641940086,-1040,-1030,-10,-406,-381,-25,-634,-649,15,7219,7856,-637,-8.1,3786,4121,-335,-8.1,3433,3735,-302,-8.1,89.7,90.5,-0.8,-0.9,92.3,93.3,-1,-1.1,86.9,87.4,-0.5,-0.6,73.47,123.6,137.8
2,13229,西東京市,19298,21449,-2151,-10.02843955,9360,10045,-685,-6.819313091,9938,11404,-1466,-12.85513855,25501,26729,-1228,-4.594260915,13510,14166,-656,-4.630806156,11991,12563,-572,-4.553052615,4511,4830,-319,-6.604554865,1771,1503,268,17.83100466,2740,3327,-587,-17.64352269,10714,10110,604,5.974282888,5921,5624,297,5.280938834,4793,4486,307,6.843513152,-6203,-5280,-923,-4150,-4121,-29,-2053,-1159,-894,14787,16619,-1832,-11,7589,8542,-953,-11.2,7198,8077,-879,-10.9,75.7,80.2,-4.5,-5.6,69.3,70.9,-1.6,-2.3,82.9,90.8,-7.9,-8.7,15.75,1225.3,1619.1
1,13300,郡部,4633,5074,-441,-8.691367757,2365,2557,-192,-7.508799374,2268,2517,-249,-9.89272944,6569,7167,-598,-8.343797963,3499,3838,-339,-8.832725378,3070,3329,-259,-7.780114148,338,340,-2,-0.588235294,122,116,6,5.172413793,216,224,-8,-3.571428571,2274,2433,-159,-6.5351418,1256,1397,-141,-10.09305655,1018,1036,-18,-1.737451738,-1936,-2093,157,-1134,-1281,147,-802,-812,10,4295,4734,-439,-9.3,2243,2441,-198,-8.1,2052,2293,-241,-10.5,70.5,70.8,-0.3,-0.4,67.6,66.6,1,1.5,73.9,75.6,-1.7,-2.2,375.86,12.3,17.5
2,13303,瑞穂町,3082,3488,-406,-11.63990826,1548,1746,-198,-11.34020619,1534,1742,-208,-11.94029851,4080,4601,-521,-11.3236253,2113,2416,-303,-12.54139073,1967,2185,-218,-9.977116705,334,328,6,1.829268293,116,110,6,5.454545455,218,218,0,0,1332,1441,-109,-7.564191534,681,780,-99,-12.69230769,651,661,-10,-1.512859304,-998,-1113,115,-565,-670,105,-433,-443,10,2748,3160,-412,-13,1432,1636,-204,-12.5,1316,1524,-208,-13.6,75.5,75.8,-0.3,-0.4,73.3,72.3,1,1.4,78,79.7,-1.7,-2.1,16.85,182.9,242.1
2,13305,日の出町,1234,1161,73,6.287683032,646,598,48,8.026755853,588,563,25,4.440497336,1943,1865,78,4.18230563,1092,1066,26,2.43902439,851,799,52,6.508135169,10,11,-1,-9.090909091,6,4,2,50,4,7,-3,-42.85714286,719,715,4,0.559440559,452,472,-20,-4.237288136,267,243,24,9.87654321,-709,-704,-5,-446,-468,22,-263,-236,-27,1224,1150,74,6.4,640,594,46,7.7,584,556,28,5,63.5,62.3,1.2,1.9,59.2,56.1,3.1,5.5,69.1,70.5,-1.4,-2,28.07,44,69.2
2,13307,檜原村,91,132,-41,-31.06060606,44,60,-16,-26.66666667,47,72,-25,-34.72222222,159,205,-46,-22.43902439,79,105,-26,-24.76190476,80,100,-20,-20,0,3,-3,-100,-,2,-2,-100,-,1,-1,-100,68,76,-8,-10.52631579,35,47,-12,-25.53191489,33,29,4,13.79310345,-68,-73,5,-35,-45,10,-33,-28,-5,91,129,-38,-29.5,44,58,-14,-24.1,47,71,-24,-33.8,57.2,64.4,-7.2,-11.2,55.7,57.1,-1.4,-2.5,58.8,72,-13.2,-18.3,105.41,0.9,1.5
2,13308,奥多摩町,226,293,-67,-22.8668942,127,153,-26,-16.99346405,99,140,-41,-29.28571429,387,496,-109,-21.97580645,215,251,-36,-14.34262948,172,245,-73,-29.79591837,5,1,4,400,4,1,3,300,1,-,1,-,166,204,-38,-18.62745098,92,99,-7,-7.070707071,74,105,-31,-29.52380952,-161,-203,42,-88,-98,10,-73,-105,32,221,292,-71,-24.3,123,152,-29,-19.1,98,140,-42,-30,58.4,59.1,-0.7,-1.2,59.1,61,-1.9,-3.1,57.6,57.1,0.5,0.9,225.53,1,1.7
